d1_or_not,primary_position,height,weight,sixty_time,of_velo,player_region,exit_velo_max,throwing_hand,hitting_handedness
1,OF,72.0,170.0,6.75,83.0,South,92.3,L,R
0,OF,69.0,170.0,7.52,78.0,Midwest,86.8,R,R
0,OF,70.0,145.0,7.12,83.0,South,92.3,R,L
0,OF,74.0,180.0,7.156891822814941,,West,100.39118957519533,R,R
0,OF,69.0,165.0,7.02,79.0,Midwest,88.4,R,R
1,OF,74.0,195.0,7.07,81.0,Northeast,92.3,R,L
0,OF,76.0,175.0,6.96,87.0,South,96.2,R,R
0,OF,73.0,195.0,7.201796054840088,,South,85.3531723022461,R,R
0,OF,74.0,185.0,6.996076583862305,,South,96.93026733398438,R,R
0,OF,71.0,174.4,6.82,78.0,Northeast,92.1,R,R
1,OF,73.0,200.0,6.74,83.0,South,101.8,R,R
0,OF,72.0,165.0,7.17,80.0,Midwest,90.4,R,R
0,OF,72.0,162.7,6.68,84.0,Midwest,86.9,R,L
0,OF,73.0,170.0,6.89,78.0,West,93.1,L,L
1,OF,71.0,175.0,7.315608024597168,,West,95.08248901367188,R,L
0,OF,71.0,175.0,6.86,78.0,West,90.7,R,R
1,OF,71.0,195.0,6.97,84.0,Northeast,93.7,R,R
1,OF,73.0,165.0,6.89,86.0,South,89.0,R,L
0,OF,69.0,150.0,6.71,83.0,South,86.4,R,S
1,OF,76.0,185.0,7.383655548095703,,South,97.2725830078125,R,R
0,OF,72.0,155.0,7.57,81.0,South,90.0,L,L
1,OF,72.0,185.0,7.19,84.0,South,87.7,L,L
0,OF,77.0,195.0,7.320473194122315,,South,90.1541976928711,R,R
1,OF,74.0,205.0,6.89678955078125,,South,93.16293334960938,R,R
0,OF,70.0,167.0,7.36,74.0,Northeast,93.9,R,R
0,OF,74.0,170.0,6.6,90.0,South,91.9,R,R
0,OF,73.0,187.0,6.79,85.0,South,89.2,R,R
0,OF,73.0,180.0,6.71,92.0,South,96.9,R,R
1,OF,72.0,180.0,7.01285457611084,,South,97.3,L,L
1,OF,72.0,178.0,6.61,92.0,Midwest,99.4,R,R
0,OF,75.0,195.0,7.656951904296875,,South,86.34774780273438,R,R
0,OF,71.0,190.0,7.34,75.0,Midwest,90.6,R,R
0,OF,71.0,160.0,6.93,87.0,Midwest,92.8,R,L
0,OF,69.0,150.0,7.278430461883545,73.0,West,81.0,R,R
1,OF,75.0,190.0,7.03,92.0,Midwest,97.5,R,R
0,OF,72.0,180.0,6.78,84.0,South,96.2,R,R
0,OF,75.0,185.0,6.73,86.0,Midwest,85.0,R,R
1,OF,70.0,160.0,7.081194877624512,,South,90.204345703125,L,L
0,OF,69.0,160.0,6.54,84.0,Northeast,91.0,L,L
1,OF,77.0,183.0,6.71,81.0,Midwest,89.0,R,R
0,OF,72.0,170.0,7.15,85.0,Midwest,95.7,R,R
1,OF,75.0,170.0,6.57,90.0,South,96.4,R,R
0,OF,72.0,175.0,7.23,79.0,West,94.0,R,R
1,OF,73.0,190.0,6.94,91.0,South,97.0,R,R
0,OF,74.0,205.0,7.1539082527160645,,South,83.57889556884766,L,L
1,OF,77.0,245.0,7.310121536254883,,West,91.66246032714844,R,R
1,OF,74.0,175.0,6.859504222869873,,South,92.3769073486328,L,R
0,OF,73.0,162.0,7.26,77.0,West,85.2,R,L
0,OF,71.0,170.0,6.84,90.0,Midwest,95.5,R,R
0,OF,72.0,185.0,7.170714378356934,,South,85.11614990234375,R,R
0,OF,67.0,155.0,6.79,80.0,South,89.6,L,L
0,OF,75.0,175.0,6.66,87.0,South,93.5,R,R
0,OF,70.0,200.0,6.55,87.0,South,97.5,R,R
1,OF,70.0,170.0,6.53,84.0,South,93.0,L,L
0,OF,69.0,151.9,7.07,81.0,Midwest,87.1,R,R
0,OF,74.0,205.0,6.97,87.0,South,92.0,R,R
1,OF,71.0,190.0,6.787652015686035,,South,93.26673126220705,R,R
0,OF,70.0,172.0,7.129162311553955,,South,95.94654083251952,R,R
1,OF,72.0,205.0,7.484340667724609,,South,90.46041107177734,R,R
0,OF,72.0,170.0,6.55,91.0,Midwest,92.2,R,R
0,OF,71.0,165.0,7.67,76.0,Northeast,86.4,L,R
0,OF,70.0,180.0,6.92,88.0,South,88.9,R,R
0,OF,70.0,165.0,7.608238697052002,,South,87.7928466796875,R,R
1,OF,73.0,185.0,7.3877997398376465,,South,91.4651107788086,R,R
1,OF,73.0,190.0,6.92,90.0,South,97.0,R,R
0,OF,72.0,180.0,7.157800197601318,,South,95.1,L,R
0,OF,71.0,146.2,7.03,78.0,Midwest,89.3,R,R
0,OF,72.0,190.0,7.22,80.0,Midwest,95.1,L,R
1,OF,75.0,205.0,7.52,86.0,South,94.0,R,R
1,OF,73.0,170.0,6.76,86.0,Northeast,91.7,R,R
0,OF,72.0,208.0,6.78,84.0,Midwest,94.0,R,R
1,OF,74.0,220.0,6.96,,South,106.3,R,R
0,OF,68.0,145.0,7.95,72.0,Northeast,82.7,L,L
0,OF,73.0,170.0,6.83,87.0,Midwest,93.7,R,R
0,OF,72.0,160.0,6.992810249328613,85.0,Northeast,93.5,L,R
1,OF,73.0,175.0,6.49,78.0,South,96.8,R,L
0,OF,73.0,210.0,7.6,73.0,South,92.0,R,R
1,OF,71.0,160.0,6.6,79.0,Northeast,91.7,R,R
0,OF,70.0,180.0,6.87,80.0,Midwest,93.2,R,R
0,OF,71.0,155.0,7.08,,Northeast,82.3,R,R
0,OF,72.0,184.0,7.2,84.0,South,100.4,R,R
0,OF,69.0,170.0,6.95,78.0,Northeast,92.8,R,R
0,OF,70.0,175.0,6.94,87.0,South,88.0,R,R
1,OF,69.0,170.0,6.57,87.0,South,93.7,R,L
0,OF,70.0,172.1,6.75,83.0,Midwest,96.0,L,L
0,OF,73.0,175.0,6.81,81.0,Midwest,90.8,R,R
1,OF,72.0,170.0,6.78,88.0,South,96.2,R,R
0,OF,69.0,150.0,6.92,81.0,South,88.9,R,L
0,OF,74.0,189.0,6.916938781738281,,South,100.1,R,R
0,OF,69.0,135.0,7.01,81.0,Midwest,89.1,L,L
0,OF,72.0,150.0,6.86,79.0,West,86.1,L,L
0,OF,68.0,145.0,7.18,80.0,Northeast,81.9,R,R
0,OF,70.0,154.8,6.91,81.0,Northeast,89.5,R,R
0,OF,74.0,185.0,7.31,81.0,Northeast,92.4,R,L
0,OF,72.0,177.0,6.91,79.0,South,95.5,L,L
1,OF,76.0,185.0,6.45,87.0,Northeast,94.8,R,R
0,OF,73.0,200.0,6.998728275299072,,South,90.54962921142578,R,R
1,OF,75.0,190.0,6.35,97.0,Midwest,101.0,R,R
0,OF,71.0,190.0,7.08,87.0,South,97.7,R,R
0,OF,68.0,160.0,6.67,86.0,Midwest,95.3,R,R
0,OF,74.0,185.0,6.87,77.0,South,92.8,R,R
0,OF,74.0,205.0,7.04,90.0,South,101.8,R,L
1,OF,72.0,180.0,6.6,94.0,South,91.1,R,L
0,OF,71.0,150.0,7.14,85.0,Midwest,83.5,R,R
0,OF,74.0,165.0,7.22,81.0,West,84.0,L,R
0,OF,69.0,170.0,8.184698104858398,82.0,Northeast,90.7,R,R
0,OF,69.0,199.0,6.86,89.0,Northeast,102.4,R,R
0,OF,75.0,220.0,7.04,92.0,Northeast,98.0,R,R
0,OF,74.0,155.0,7.247982025146484,,South,81.24671173095703,L,L
1,OF,73.0,196.0,7.068264484405518,87.0,South,97.1,R,R
1,OF,71.0,185.0,7.27,82.0,Northeast,96.5,L,L
1,OF,77.0,215.0,7.296937465667725,,South,93.51215362548828,R,R
1,OF,74.0,190.0,7.39,81.0,West,96.2,R,R
1,OF,75.0,200.0,6.58,91.0,Northeast,92.0,R,R
0,OF,73.0,195.0,7.39,88.0,Midwest,90.9,R,R
0,OF,70.0,154.0,7.8,68.0,South,77.0,L,L
0,OF,75.0,210.0,7.114681720733643,,South,92.4585952758789,R,R
0,OF,72.0,160.0,6.98,86.0,West,89.0,R,R
0,OF,70.0,190.0,7.33472204208374,76.0,South,86.5,R,R
0,OF,69.0,145.0,7.052125453948975,,West,91.06355285644533,R,R
1,OF,72.0,204.0,6.33,85.0,South,98.4,L,L
0,OF,72.0,190.0,7.34,81.0,Northeast,92.1,R,R
0,OF,72.0,167.0,6.85,79.0,West,93.9,R,R
0,OF,72.0,190.0,7.44,88.0,South,99.2,R,L
0,OF,72.0,150.0,7.43,82.0,West,88.9,R,R
1,OF,75.0,190.0,7.076939582824707,,West,91.02886199951172,L,L
0,OF,68.0,158.0,7.133414268493652,70.0,Midwest,78.0,R,R
1,OF,73.0,195.0,7.147496700286865,,South,99.0,L,L
1,OF,68.0,165.0,6.83,76.0,South,90.6,L,L
0,OF,73.0,175.0,7.06,84.0,Northeast,94.2,R,R
0,OF,73.0,205.0,7.2,92.0,South,99.6,R,R
0,OF,74.0,210.0,6.61,86.0,Northeast,97.5,R,L
1,OF,70.0,175.0,6.84,91.0,South,95.9,R,R
0,OF,72.0,195.0,7.02,77.0,Midwest,93.3,R,R
0,OF,72.0,168.0,7.28,77.0,Northeast,80.8,R,R
0,OF,70.0,170.0,6.96,78.0,Northeast,91.6,R,R
1,OF,75.0,180.0,6.879569053649902,,Northeast,97.3461685180664,R,R
1,OF,74.0,205.0,6.72,91.0,South,100.0,R,R
0,OF,72.0,180.0,7.85,69.0,Midwest,78.9,R,R
0,OF,70.0,150.0,7.18,81.0,Midwest,84.13972473144531,L,L
0,OF,74.0,150.0,7.48,77.0,Northeast,81.0,L,L
0,OF,72.0,213.0,6.88,86.0,Midwest,99.8,L,L
0,OF,67.0,165.0,7.19,80.0,Midwest,88.1,R,R
0,OF,68.0,175.0,7.22,,South,92.6,R,R
0,OF,69.0,155.0,6.915553092956543,,South,98.59927368164062,L,L
0,OF,72.0,193.0,7.22,78.0,Northeast,85.0,R,R
0,OF,70.0,155.0,7.5350446701049805,,West,88.73094940185547,R,R
0,OF,70.0,180.0,6.95,85.0,Midwest,94.92821502685548,R,R
1,OF,72.0,175.0,7.196335315704346,,West,94.1742172241211,R,R
1,OF,73.0,180.0,7.01,90.0,South,95.3,R,R
0,OF,73.0,190.3,7.29,80.0,Midwest,89.2,R,R
1,OF,69.0,190.0,7.160346508026123,,South,94.42979431152344,L,L
1,OF,71.0,180.0,7.210721969604492,,West,90.33858489990234,R,R
0,OF,75.0,204.4,6.67,86.0,West,100.4,R,R
1,OF,71.0,185.0,7.04,80.0,Northeast,89.1,R,R
0,OF,67.0,165.0,6.986507415771484,,West,91.65939331054688,R,R
0,OF,71.0,185.0,6.86,94.0,West,99.7,R,R
0,OF,71.0,180.0,6.9,82.0,Midwest,86.3,R,L
0,OF,70.0,175.0,6.92,89.0,Midwest,91.9,R,L
0,OF,71.0,186.0,7.095493316650391,,Northeast,91.90478515625,R,R
0,OF,71.0,165.0,7.052738666534424,87.0,Midwest,86.0,R,R
0,OF,65.0,125.0,6.9713664054870605,,West,91.78770446777344,L,S
0,OF,71.0,180.0,6.96,77.0,Northeast,95.8,R,R
0,OF,73.0,165.0,7.15,75.0,Northeast,88.3,R,R
0,OF,70.0,185.0,6.92,82.0,Midwest,96.5,R,R
0,OF,71.0,155.6,7.38,85.0,West,91.7,L,L
0,OF,68.0,190.0,7.218511581420898,,Midwest,89.3,R,R
1,OF,76.0,205.0,6.74,89.0,Northeast,102.6,R,R
0,OF,72.0,200.0,7.07,84.0,South,89.6,R,R
0,OF,70.0,155.0,6.62,76.0,Northeast,90.6,R,R
0,OF,74.0,216.9,7.14,79.0,Midwest,96.9,R,L
1,OF,75.0,185.0,7.14,91.0,West,91.6,R,L
0,OF,69.0,165.0,8.04,73.0,Northeast,86.1,R,R
0,OF,71.0,176.0,7.26,75.0,Northeast,93.7,R,R
1,OF,73.0,195.0,6.83,86.0,West,104.7,R,R
1,OF,73.0,180.0,7.521402835845947,,South,87.08161926269531,R,R
1,OF,73.0,195.0,7.18,90.0,Midwest,99.3,R,R
0,OF,73.0,170.0,7.18,70.0,Midwest,94.3,R,L
0,OF,71.0,130.0,6.933842182159424,,Midwest,78.95610046386719,R,R
0,OF,70.0,165.0,7.21,78.0,Midwest,90.6,R,R
0,OF,70.0,160.0,7.0895843505859375,,South,94.01863098144533,R,R
1,OF,72.0,205.0,6.95,88.0,Midwest,95.7,R,R
0,OF,73.0,165.0,7.37,78.0,West,88.5,R,R
0,OF,73.0,185.0,6.99,78.0,Northeast,84.0,L,L
0,OF,75.0,210.0,7.16,75.0,Midwest,101.3,R,R
0,OF,71.0,165.0,6.76,84.0,Midwest,93.3,R,R
0,OF,75.0,170.0,8.04,71.0,Northeast,74.9,R,R
1,OF,75.0,210.0,7.15,92.0,West,102.0,R,R
1,OF,69.0,175.0,6.62,79.0,Northeast,86.9,L,R
0,OF,74.0,185.0,6.83,89.0,Northeast,97.6,R,R
0,OF,74.0,175.0,7.38,87.0,West,87.4,R,R
0,OF,73.0,185.0,7.24,82.0,West,93.4,R,R
0,OF,75.0,175.0,7.28,,Midwest,82.9,R,L
0,OF,70.0,160.0,7.446093559265137,81.0,Midwest,90.0,L,L
0,OF,67.0,160.0,6.94,76.0,Midwest,86.0,R,R
0,OF,68.0,170.0,6.7,81.0,Midwest,90.9,L,L
0,OF,69.0,205.0,7.43,85.0,Northeast,96.9,R,R
1,OF,70.0,170.0,7.07,93.0,Midwest,92.7,R,L
0,OF,73.0,160.0,7.12,89.0,Northeast,89.2,R,R
0,OF,70.0,175.0,6.63,86.0,Midwest,96.6,R,R
0,OF,72.0,165.0,7.09734582901001,,West,92.79007720947266,L,L
0,OF,68.0,150.0,6.98,82.0,West,84.6,R,L
1,OF,75.0,190.0,7.2,82.0,Northeast,95.2,R,R
0,OF,72.0,180.0,7.3,74.0,Midwest,88.6,R,R
0,OF,69.0,160.0,6.8198041915893555,,South,97.27974700927734,R,R
0,OF,71.0,195.0,7.517518520355225,67.0,Northeast,84.9,R,R
0,OF,73.0,170.0,6.953072547912598,90.0,South,93.0,R,R
0,OF,70.0,185.0,7.02140474319458,,South,92.34220886230467,L,L
1,OF,75.0,195.0,6.97,86.0,South,98.9,R,R
0,OF,72.0,185.0,7.383645534515381,,South,84.76730346679688,R,R
0,OF,74.0,180.0,6.98,83.0,South,92.8,L,L
0,OF,72.0,145.0,7.41,88.0,Midwest,85.6,R,R
0,OF,73.0,190.0,6.75,83.0,Midwest,94.4,R,R
0,OF,67.0,155.0,7.1,87.0,Northeast,88.20053100585938,L,L
0,OF,73.0,185.0,7.166957855224609,,Midwest,90.93291473388672,R,R
0,OF,71.0,180.0,6.88,79.0,Midwest,86.0,L,R
0,OF,74.0,200.0,7.51,80.0,South,89.7,R,R
0,OF,72.0,160.0,7.01,86.0,Northeast,91.0,L,R
0,OF,72.0,175.0,7.113875389099121,90.0,Midwest,95.1,R,R
1,OF,76.0,205.0,6.52,90.0,Midwest,98.7,R,R
0,OF,69.0,165.0,7.173841953277588,,Midwest,85.64144134521484,R,R
0,OF,70.0,155.0,6.93,93.0,South,88.0,R,R
0,OF,71.0,143.9,7.11,79.0,Northeast,86.8,R,L
0,OF,68.0,160.0,7.15,77.0,Northeast,84.0,L,L
0,OF,71.0,170.0,7.02,79.0,South,93.7,R,L
0,OF,71.0,170.0,7.001115322113037,,Midwest,87.05368041992188,L,L
0,OF,72.0,170.0,6.84,79.0,South,90.7,R,R
0,OF,74.0,180.0,7.16,85.0,Midwest,94.4,R,R
0,OF,71.0,190.0,6.67,79.0,Midwest,94.8,R,R
1,OF,74.0,193.0,6.91,89.0,South,93.8,L,L
0,OF,70.0,188.0,7.84,75.0,Midwest,87.0,R,R
0,OF,75.0,200.0,6.85,85.0,Northeast,92.1,R,R
1,OF,73.0,180.0,7.06,86.0,West,94.4,L,L
0,OF,68.0,155.0,6.69,83.0,Midwest,87.1,R,R
0,OF,72.0,190.0,6.81,85.0,Midwest,88.5,R,R
0,OF,74.0,170.0,6.59,81.0,Northeast,87.6,R,R
0,OF,70.0,169.3,7.0,88.0,South,95.9,L,L
1,OF,69.0,160.0,7.02,92.0,West,95.24639892578124,L,L
0,OF,71.0,145.0,7.53,72.0,Northeast,76.0,R,R
1,OF,73.0,186.0,6.86,76.0,Northeast,88.0,R,L
0,OF,72.0,159.8,7.3,86.0,Midwest,94.5,R,L
0,OF,69.0,145.0,7.386826515197754,,South,88.4760513305664,R,R
1,OF,69.0,170.0,6.69,84.0,West,95.4,R,R
1,OF,73.0,170.0,7.059196949005127,87.0,South,90.0,R,R
0,OF,69.0,160.0,6.8,83.0,Northeast,93.4,R,R
0,OF,68.0,165.0,7.11,81.0,Midwest,83.2,R,R
0,OF,71.0,175.0,7.29,81.0,Midwest,84.0,R,R
0,OF,68.0,165.0,7.26,81.0,Midwest,86.0,R,R
1,OF,70.0,187.0,6.65,88.0,Midwest,102.1,R,L
1,OF,74.0,168.4,6.93,87.0,South,97.0,R,L
0,OF,75.0,195.0,7.1,91.0,Midwest,96.5,R,R
0,OF,71.0,180.0,7.29,86.0,Midwest,89.9,R,R
0,OF,74.0,203.0,7.23,86.0,South,96.8,R,R
0,OF,72.0,165.0,7.25,85.0,Midwest,89.8,L,L
0,OF,69.0,147.0,6.59,82.0,Northeast,82.0,R,R
0,OF,70.0,165.0,7.17,79.0,Midwest,86.5,R,R
0,OF,71.0,185.0,7.37,73.0,South,86.8,R,L
1,OF,75.0,190.0,6.38,84.0,Northeast,89.2,R,R
1,OF,69.0,160.0,6.39,89.0,Northeast,94.1,R,R
1,OF,71.0,189.0,6.54,,West,100.0,R,L
0,OF,73.0,170.0,7.03,88.0,South,92.6,R,R
0,OF,77.0,215.0,7.3,80.0,Midwest,75.0,R,L
0,OF,73.0,190.0,6.4,87.0,Midwest,92.74478149414062,R,R
0,OF,72.0,175.0,7.09,74.0,Northeast,92.1,L,L
1,OF,68.0,165.0,6.9,84.0,Northeast,90.2,R,R
1,OF,67.0,156.0,6.92,83.0,South,86.0,L,L
0,OF,71.0,195.0,7.62116813659668,91.0,Midwest,93.4,R,L
0,OF,74.0,175.0,7.059846878051758,,West,90.43737030029295,L,L
0,OF,73.0,185.0,6.72,91.0,Midwest,87.2,R,R
0,OF,72.0,170.0,6.85,88.0,South,91.7,R,R
0,OF,73.0,175.0,7.56,78.0,Northeast,80.1,L,L
0,OF,70.0,170.0,7.56,77.0,South,90.6,L,L
1,OF,71.0,176.0,7.38,76.0,South,103.6,L,L
1,OF,70.0,190.0,6.91,89.0,Midwest,94.1,R,R
0,OF,67.0,140.0,7.45,77.0,West,86.9,R,R
0,OF,73.0,200.0,6.38,90.0,Midwest,94.4,R,R
0,OF,68.0,175.0,6.82,84.0,Midwest,91.6,L,L
0,OF,75.0,190.0,6.72,89.0,South,101.7,R,R
1,OF,69.0,150.0,6.956388473510742,,South,89.980224609375,L,R
1,OF,75.0,185.0,6.92,92.0,West,95.4,L,L
1,OF,73.0,165.0,6.87,86.0,South,100.1,R,L
1,OF,72.0,180.0,6.73,95.0,Midwest,96.5,R,R
0,OF,71.0,160.0,7.76,,Midwest,79.0,R,R
0,OF,69.0,170.0,6.98,89.0,Midwest,96.9,L,L
0,OF,72.0,200.0,7.32,86.0,South,94.4,R,R
0,OF,69.0,155.0,7.53,74.0,South,71.0,R,R
1,OF,73.0,170.0,6.98260498046875,,West,91.9867706298828,L,L
0,OF,72.0,190.0,7.15,79.0,South,91.0,L,L
1,OF,71.0,160.0,7.33,85.0,West,82.3,R,R
0,OF,74.0,175.0,7.56,85.0,South,90.1,R,R
0,OF,75.0,181.9,7.19,92.0,West,99.8,R,R
1,OF,73.0,190.0,6.7,89.0,Northeast,97.6,R,R
0,OF,72.0,175.0,7.22,83.0,Midwest,92.0,R,R
0,OF,74.0,185.0,7.48,75.0,West,92.9,R,L
1,OF,75.0,190.0,6.64,82.0,Midwest,98.0,L,L
1,OF,77.0,210.0,6.9,95.0,Midwest,102.0,R,R
0,OF,74.0,185.0,7.12,80.0,South,95.2,R,R
0,OF,72.0,164.0,7.4,84.0,Northeast,86.1,R,R
0,OF,71.0,150.0,7.13706111907959,,South,97.58358001708984,R,L
0,OF,70.0,145.7,7.44,78.0,West,88.4,R,L
0,OF,72.0,155.0,6.78,82.0,South,86.9,L,L
0,OF,71.0,165.0,6.87,83.0,South,92.7,R,R
0,OF,69.0,155.0,6.94,85.0,South,93.0,R,L
0,OF,68.0,140.0,7.270610809326172,,South,87.98381042480469,R,S
1,OF,71.0,175.0,7.083800315856934,,South,91.66413116455078,R,R
1,OF,74.0,194.0,7.02,81.0,Midwest,87.6,R,R
1,OF,71.0,185.0,6.59,91.0,Midwest,99.8,L,L
0,OF,72.0,180.0,7.23,82.0,South,83.6,R,R
0,OF,71.0,165.0,6.68,82.0,South,91.8,L,L
0,OF,75.0,195.0,7.24,83.0,South,93.0,R,R
0,OF,71.0,185.0,7.03,80.0,West,100.5,R,L
0,OF,70.0,160.0,6.7,71.0,Midwest,94.8,L,L
0,OF,70.0,155.0,7.471961498260498,,South,91.1269073486328,R,R
1,OF,74.0,205.0,7.268065929412842,,Midwest,94.1942138671875,R,R
1,OF,72.0,175.0,6.89,85.0,South,82.7,L,L
0,OF,74.0,185.0,7.26,84.0,South,90.4,R,R
0,OF,70.0,190.0,7.38,80.0,West,82.0,L,L
1,OF,70.0,200.0,7.12,91.0,South,101.1,R,R
0,OF,70.0,160.0,7.2,82.0,Midwest,88.1,L,L
0,OF,73.0,185.0,6.99,87.0,South,87.8,R,R
1,OF,69.0,170.0,7.3,83.0,West,87.0,R,R
0,OF,73.0,175.0,7.1232991218566895,82.0,South,84.3,R,R
1,OF,72.0,193.0,7.18,86.0,South,103.2,L,L
0,OF,70.0,160.0,7.759917259216309,,Midwest,92.51182556152344,R,R
0,OF,71.0,165.0,6.94,84.0,Northeast,91.4,R,R
0,OF,69.0,165.0,7.95,75.0,Midwest,77.3,L,L
0,OF,69.0,155.0,6.74,83.0,South,92.0,R,L
0,OF,71.0,155.0,7.621584415435791,,South,81.53138732910156,L,L
0,OF,71.0,157.0,7.02,86.0,Midwest,88.0,R,R
0,OF,72.0,180.0,7.64,74.0,Midwest,86.7,R,R
0,OF,69.0,140.0,7.465683937072754,76.0,South,72.0,L,L
0,OF,72.0,185.0,6.78,81.0,Midwest,94.3,R,L
0,OF,72.0,200.0,6.92,81.0,Midwest,90.1,R,L
0,OF,70.0,185.0,7.21,,South,94.9,R,R
0,OF,70.0,180.0,7.56,78.0,Northeast,89.8,R,R
0,OF,72.0,180.0,7.775793552398682,,West,81.50968933105469,R,S
0,OF,75.0,215.0,7.43,85.0,Northeast,97.9,R,R
0,OF,73.0,190.0,7.069132328033447,,Midwest,86.23246002197266,R,R
0,OF,68.0,135.0,6.831160545349121,,Midwest,96.20824432373048,R,R
1,OF,70.0,170.0,6.99,89.0,South,95.5,R,R
0,OF,75.0,205.0,7.13,91.0,Midwest,89.9,L,L
0,OF,67.0,144.0,7.05,78.0,Northeast,87.6,R,R
1,OF,73.0,195.0,6.89,91.0,Northeast,98.0,R,R
0,OF,71.0,185.0,7.25,80.0,Northeast,84.0,R,R
0,OF,73.0,195.0,6.87,86.0,Midwest,88.0,R,R
0,OF,75.0,205.0,6.98,88.0,West,99.0,R,R
1,OF,76.0,225.0,7.13,85.0,Midwest,97.3,R,L
0,OF,71.0,160.0,7.7,82.0,Northeast,75.0,R,R
0,OF,69.0,165.0,6.98,81.0,Midwest,89.7,L,L
0,OF,71.0,175.0,7.24,79.0,South,93.4,L,L
0,OF,68.0,145.0,7.37,75.0,West,86.2,L,R
0,OF,68.0,150.0,6.67,86.0,Northeast,87.1,R,R
0,OF,72.0,160.0,6.65,85.0,Midwest,91.0,R,R
0,OF,69.0,160.0,7.32,81.0,South,86.0,R,R
0,OF,73.0,175.0,6.9,72.0,Midwest,90.0,R,R
0,OF,73.0,190.0,6.56,89.0,Midwest,103.2,R,R
0,OF,74.0,195.0,7.15,79.0,Midwest,98.6,R,R
1,OF,73.0,185.0,6.81,89.0,Midwest,87.3,L,L
0,OF,75.0,215.0,6.999227046966553,84.0,Midwest,97.2,R,L
0,OF,72.0,185.0,6.87,84.0,Northeast,97.5,R,R
1,OF,73.0,185.0,6.51,92.0,Northeast,100.0,R,R
1,OF,73.0,185.0,6.51,92.0,Northeast,100.0,R,R
0,OF,70.0,155.0,6.47,84.0,West,91.9,R,R
0,OF,75.0,190.0,6.898216247558594,,Midwest,88.53984069824219,R,R
0,OF,71.0,155.0,7.43585729598999,,Midwest,92.76683044433594,R,R
1,OF,72.0,185.0,7.243387699127197,87.0,South,87.6,R,R
0,OF,71.0,165.0,7.05,82.0,Northeast,91.9,R,L
0,OF,73.0,175.0,7.206785678863525,,Midwest,91.77200317382812,L,L
0,OF,74.0,175.0,7.07,,South,96.12010192871094,R,R
0,OF,75.0,165.0,7.179032802581787,,Northeast,97.60031127929688,R,L
0,OF,71.0,175.0,6.84,89.0,South,96.6,L,L
1,OF,69.0,165.0,6.9,85.0,Northeast,84.0,R,R
0,OF,71.0,180.0,7.46,85.0,Northeast,90.7,R,R
0,OF,69.0,175.0,7.36,76.0,Northeast,75.3,R,R
1,OF,71.0,170.6,6.85,97.0,South,98.7,R,L
1,OF,70.0,180.0,6.75,81.0,Northeast,91.2554168701172,L,L
0,OF,72.0,175.0,6.8,88.0,South,90.0,R,R
1,OF,75.0,190.0,7.22444486618042,,West,90.85102081298828,R,R
1,OF,73.0,180.0,7.26,80.0,South,97.4,R,R
0,OF,69.0,160.0,6.8,82.0,South,88.0,R,L
0,OF,72.0,180.0,7.24,84.0,South,90.7,R,R
0,OF,71.0,160.0,6.79,84.0,Midwest,99.0,L,L
0,OF,76.0,187.0,7.434981346130371,,Midwest,90.89413452148438,L,L
1,OF,75.0,190.0,7.19,85.0,West,94.7,R,R
0,OF,76.0,180.0,7.230551719665527,,Midwest,98.45780181884766,R,R
0,OF,72.0,170.0,7.79,80.0,West,90.7,R,R
0,OF,73.0,190.0,6.9,,South,86.0,L,L
0,OF,69.0,165.0,6.6,84.0,South,88.1,R,R
1,OF,70.0,170.0,6.82,77.0,Northeast,90.6,R,R
0,OF,69.0,149.0,6.4,84.0,Midwest,86.1,L,L
0,OF,72.0,175.0,6.67,85.0,Midwest,94.9,R,R
0,OF,70.0,160.0,7.07,88.0,Midwest,87.1,R,R
0,OF,71.0,185.0,7.06,76.0,Midwest,82.0,R,R
0,OF,68.0,155.0,7.65,71.0,Midwest,70.0,R,R
0,OF,74.0,170.0,6.95249080657959,,Northeast,95.37357330322266,R,R
0,OF,76.0,180.0,7.31,80.0,Midwest,88.2,R,R
1,OF,73.0,198.0,6.77,83.0,Northeast,93.0,R,R
0,OF,70.0,165.0,6.84,80.0,Northeast,81.9,R,R
1,OF,74.0,180.0,7.260603427886963,84.0,Northeast,95.21034240722656,L,R
1,OF,74.0,187.0,7.388416290283203,,West,91.5942840576172,R,R
0,OF,70.0,170.0,7.302892684936523,81.0,South,93.1,R,R
1,OF,70.0,170.0,7.238308906555176,,South,95.09558868408205,R,R
0,OF,75.0,210.0,6.92,79.0,Midwest,99.0,R,R
0,OF,70.0,165.0,6.88,78.0,South,81.7,R,R
1,OF,72.0,190.0,6.82,92.0,Northeast,104.7,R,R
0,OF,71.0,155.0,7.11,,Midwest,90.9,L,R
0,OF,68.0,175.0,6.66,84.0,Northeast,92.0,R,R
1,OF,74.0,170.0,6.84,97.0,Midwest,94.7,R,R
1,OF,68.0,170.0,6.87,80.0,West,96.4,R,R
1,OF,69.0,175.0,6.79,87.0,Midwest,93.1,R,L
1,OF,76.0,220.0,6.98,80.0,West,96.5,R,R
0,OF,76.0,180.0,7.04,82.0,Midwest,91.9,R,R
0,OF,73.0,170.0,7.15,83.0,Midwest,89.3,R,R
0,OF,77.0,255.0,7.36,86.0,West,102.9,R,R
0,OF,72.0,190.0,7.04,84.0,Midwest,88.0,R,L
