p4_or_not,primary_position,height,weight,sixty_time,c_velo,pop_time,player_region,exit_velo_max,throwing_hand,hitting_handedness
0,C,71.0,173.1,7.14,83.0,1.9,Midwest,95.7,R,L
0,C,73.0,181.0,6.62,79.0,2.0,South,89.0,R,L
0,C,73.0,195.0,6.98,82.0,2.0,Midwest,99.1,R,L
0,C,70.0,178.0,7.82,74.0,2.0,West,90.8,R,R
0,C,71.0,170.0,6.96,77.0,2.0,South,92.8,R,R
1,C,75.0,180.0,6.88,79.0,1.9,South,95.1,R,L
0,C,73.0,195.0,7.04,84.0,2.0,Midwest,90.2,R,R
1,C,71.0,180.0,7.19,76.0,2.0,Midwest,93.0,R,R
0,C,72.0,190.0,7.54,76.0,2.1,Midwest,92.0,R,L
0,C,74.0,195.0,7.02,75.0,2.1,Midwest,96.7,R,R
0,C,74.0,215.0,7.89,79.0,1.9,Midwest,92.0,R,L
0,C,71.0,180.0,7.14,81.0,2.0,South,93.6,R,R
1,C,72.0,190.0,7.06,78.0,2.0,South,97.3,R,L
0,C,72.0,200.0,7.61,73.0,2.1,Northeast,91.5,R,R
0,C,71.0,195.0,7.56,77.0,2.0,South,94.1,R,R
0,C,70.0,178.6,7.22,79.0,2.0,South,96.8,R,R
1,C,71.0,180.0,7.57,75.0,1.9,Northeast,92.0,R,R
0,C,74.0,220.0,7.3,80.0,2.0,Midwest,100.9,R,R
1,C,74.0,185.0,7.66,81.0,1.8,South,94.3,R,R
0,C,72.0,178.8,7.16,78.0,2.0,South,93.8,R,R
1,C,69.0,180.0,7.56,79.0,2.0,Midwest,89.0,R,R
1,C,70.0,165.0,7.26,76.0,2.1,West,87.2,R,R
0,C,73.0,215.0,7.16,78.0,1.8,Northeast,102.9,R,R
0,C,71.0,180.0,7.36,81.0,1.9,South,92.4,R,R
1,C,72.0,180.0,7.1,77.0,2.0,Midwest,94.7,R,R
0,C,73.0,190.0,7.13,75.0,2.0,South,83.0,R,L
1,C,71.0,170.0,7.37,72.0,2.2,Midwest,91.2,R,L
1,C,70.0,180.0,6.92,79.0,2.0,South,100.9,R,R
0,C,71.0,162.0,7.48,77.0,2.1,South,92.9,R,R
1,C,72.0,205.0,7.137963771820068,84.0,1.9,West,92.0,R,R
0,C,73.0,185.0,9.9,80.0,2.5,South,89.1,R,R
0,C,72.0,175.0,7.25,76.0,1.9,South,90.4,R,R
0,C,71.0,160.0,7.13,80.0,2.0,Midwest,88.7,R,R
0,C,73.0,197.0,7.58,76.0,2.1,South,92.0,R,R
0,C,75.0,200.0,7.37,79.0,1.9,South,94.6,R,R
0,C,72.0,180.0,7.44,74.0,2.1,Northeast,87.0,R,R
0,C,72.0,190.0,7.33,77.0,2.0,South,94.6,R,R
0,C,70.0,176.0,7.37,79.0,2.0,South,90.0,R,R
0,C,74.0,205.0,7.53,81.0,1.9,Midwest,94.8,R,R
0,C,72.0,196.0,7.03,81.0,1.8,South,96.3,R,R
1,C,73.0,210.0,6.71,80.0,1.9,West,99.6,R,R
0,C,70.0,180.0,6.89,79.0,2.0,Midwest,92.9,R,R
0,C,70.0,175.0,7.12,77.0,2.1,West,92.6,R,R
0,C,75.0,203.0,7.2,80.0,2.0,South,93.3,R,R
1,C,73.0,225.0,7.72,82.0,2.0,South,104.0,R,L
1,C,71.0,201.7,6.81,81.0,1.8,South,99.4,R,R
0,C,73.0,200.0,7.83,75.0,1.9,South,86.0,R,R
1,C,74.0,200.0,7.4,81.0,1.9,West,97.8,R,L
1,C,74.0,175.0,7.14,79.0,1.9,South,90.5,R,R
0,C,73.0,200.0,7.27,75.0,2.1,South,95.2,R,L
0,C,71.0,185.0,7.12,75.0,2.0,West,92.8,R,R
1,C,75.0,200.0,7.668292999267578,84.0,1.9,South,100.7,R,R
0,C,75.0,185.0,6.8,79.0,1.9,Northeast,93.8,R,R
0,C,73.0,205.0,7.27,79.0,2.0,West,94.8,R,R
0,C,71.0,185.0,7.31,75.0,2.0,South,94.5,R,S
0,C,72.0,215.0,7.69,77.0,2.0,West,102.4,R,R
0,C,71.0,190.0,6.98,82.0,1.9,Northeast,96.9,R,R
0,C,72.0,205.0,7.05,80.0,1.9,Midwest,97.1,R,R
0,C,70.0,180.0,7.3,79.0,1.9,Northeast,97.0,R,R
0,C,71.0,190.0,6.63,82.0,1.9,South,98.3,R,R
0,C,74.0,195.0,6.78,82.0,2.0,Midwest,94.1,R,R
0,C,70.0,170.0,7.09,83.0,1.9,West,96.9,R,R
0,C,73.0,187.0,7.81,73.0,1.9,West,94.2,R,R
0,C,75.0,190.0,7.34,76.0,2.0,South,95.0,R,R
1,C,73.0,185.0,6.97,80.0,1.9,Midwest,96.5,R,R
1,C,71.0,188.5,6.79,78.0,2.0,Midwest,99.0,R,R
0,C,71.0,174.0,7.33,74.0,2.0,South,94.7,R,R
0,C,71.0,190.0,6.93,84.0,1.9,Midwest,92.9,R,R
0,C,72.0,180.0,7.06,80.0,2.1,Northeast,94.8,R,R
0,C,71.0,215.0,8.05,72.0,2.1,West,91.0,R,R
0,C,70.0,187.0,7.34,80.0,1.9,South,98.9,R,R
0,C,68.0,184.0,7.02,75.0,2.0,West,95.4,R,R
0,C,70.0,190.0,7.25,81.0,1.9,Northeast,90.8,R,R
0,C,70.0,205.0,7.44,82.0,2.0,South,93.0,R,R
0,C,73.0,195.0,7.19,78.0,2.0,South,96.1,R,R
0,C,70.0,170.0,7.29,78.0,2.0,West,97.0,R,R
0,C,70.0,180.0,7.38,72.0,1.9,West,89.2,R,R
0,C,73.0,200.0,7.36,79.0,2.0,South,95.0,R,S
0,C,71.0,190.0,7.19,79.0,1.9,South,92.9,R,R
1,C,72.0,190.0,7.27,77.0,1.9,South,92.0,R,R
0,C,72.0,215.0,7.11,80.0,2.0,West,100.9,R,L
0,C,72.0,170.0,7.69,83.0,2.0,Midwest,90.3,R,R
0,C,76.0,213.0,7.71,80.0,2.0,Northeast,99.0,R,R
0,C,71.0,195.0,6.81,82.0,1.9,South,100.7,R,R
0,C,72.0,185.0,7.11,89.0,1.8,Midwest,100.1,R,R
1,C,77.0,210.0,7.31,76.0,2.1,Midwest,102.7,R,L
0,C,72.0,185.0,7.1,81.0,2.0,Northeast,97.8,R,R
0,C,72.0,190.0,7.4,74.0,2.0,Northeast,93.0,R,R
1,C,73.0,195.0,7.73,78.0,1.9,South,95.9,L,R
