d1_or_not,primary_position,height,weight,sixty_time,c_velo,pop_time,player_region,exit_velo_max,throwing_hand,hitting_handedness
0,C,68.0,170.0,7.17,73.0,2.2,Midwest,94.9,R,R
0,C,69.0,201.1,7.96,77.0,2.2,Midwest,92.2,R,R
1,C,72.0,180.0,7.39,74.0,2.2,South,92.7,R,R
0,C,69.0,170.0,6.81,78.0,2.0,Midwest,97.7,R,R
0,C,72.0,222.0,7.34,80.0,2.0,South,97.1,R,R
0,C,72.0,195.0,7.07,72.0,2.1,Northeast,87.2,R,L
0,C,69.0,175.0,7.05,72.0,2.1,South,87.6,R,L
0,C,74.0,200.0,7.61,77.0,2.2,Midwest,96.0,R,L
0,C,65.0,130.0,8.41,63.0,2.5,Northeast,73.0,R,R
1,C,72.0,205.0,7.46,77.0,2.0,West,88.4,R,R
0,C,74.0,225.0,8.25,74.0,2.1,Midwest,88.6,R,R
1,C,69.0,180.0,7.35,75.0,2.0,West,93.1,R,R
0,C,69.0,160.0,7.45,71.0,2.1,Northeast,85.9,R,R
0,C,73.0,180.0,7.43,75.0,2.0,South,93.2,R,R
0,C,69.0,160.0,6.86,71.0,2.1,West,100.0,R,R
1,C,73.0,206.0,7.19,81.0,2.0,Midwest,98.4,R,L
0,C,72.0,200.0,7.64,74.0,2.0,South,97.1,R,R
0,C,71.0,150.0,7.71,73.0,2.1,West,88.2,R,R
0,C,72.0,160.0,7.38921594619751,68.0,2.4,South,82.8,R,R
0,C,69.0,165.0,7.66,69.0,2.2,South,81.0,R,L
0,C,72.0,185.0,7.04,76.0,2.0,Midwest,91.5,R,R
1,C,75.0,190.0,6.66,80.0,2.0,South,97.7,R,S
0,C,75.0,215.0,7.61,76.0,2.0,Midwest,97.7,R,R
1,C,74.0,202.4,7.24233865737915,84.0,1.9,West,99.7,R,S
0,C,73.0,240.0,7.84,77.0,2.0,South,97.4,L,R
0,C,69.0,190.0,7.64,72.0,2.3,Midwest,87.0,R,R
0,C,72.0,180.0,7.53,72.0,2.2,Northeast,84.6,R,R
0,C,71.0,170.0,7.66,64.0,2.2,South,79.0,R,R
0,C,70.0,165.0,7.53,72.0,2.3,Northeast,83.3,R,R
0,C,71.0,190.0,7.57,77.0,2.2,Northeast,97.9,R,R
0,C,70.0,170.0,7.53,71.0,2.1,West,93.3,R,R
0,C,72.0,205.0,7.25,80.0,2.0,South,90.1,R,R
0,C,70.0,186.0,7.33,78.0,2.0,South,96.7,R,R
0,C,72.0,192.0,7.29,79.0,2.0,Midwest,95.4,R,R
0,C,73.0,181.5,7.49,75.0,2.1,Northeast,91.6,R,R
0,C,74.0,180.0,7.65,74.0,2.1,Midwest,84.8,R,R
1,C,75.0,215.0,7.41,76.0,1.9,South,98.1,R,R
0,C,74.0,170.0,7.289628028869629,76.0,2.1,West,84.0,R,R
0,C,74.0,210.0,6.86,80.0,2.0,South,100.7,R,R
1,C,72.0,200.0,7.4,75.0,2.0,South,93.7,R,R
1,C,76.0,209.9,7.32,82.0,1.9,West,100.0,R,R
1,C,73.0,185.0,7.27,69.0,2.1,West,93.62384796142578,R,L
0,C,72.0,164.5,7.89,76.0,2.1,Midwest,85.4,R,R
0,C,70.0,223.0,7.29,74.0,2.0,West,99.3,R,R
0,C,69.0,175.0,7.55,73.0,2.1,Midwest,81.7,R,R
1,C,71.0,185.0,7.18,79.0,1.9,West,92.2,R,R
1,C,71.0,195.0,7.89,72.0,2.2,Northeast,81.2,R,R
0,C,71.0,180.0,7.43,80.0,2.1,Midwest,90.7,R,R
0,C,73.0,210.0,7.88,72.0,2.2,Midwest,88.0,R,R
0,C,74.0,175.0,7.12,78.0,2.1,Northeast,93.7,R,R
0,C,73.0,180.0,6.68,75.0,2.2,Midwest,90.6,R,R
0,C,70.0,165.0,6.65,73.0,2.1,Northeast,88.8,R,R
0,C,70.0,190.0,7.57,75.0,2.1,Midwest,80.0,R,R
0,C,75.0,210.0,8.31,76.0,2.0,Northeast,96.6,R,R
0,C,71.0,180.0,7.44,73.0,2.0,South,86.6,R,R
0,C,69.0,190.0,7.49,73.0,2.2,South,84.3,R,R
1,C,71.0,170.0,7.53,76.0,2.0,South,94.0,R,L
0,C,71.0,140.0,8.34,66.0,2.3,West,78.8,R,R
0,C,73.0,210.0,6.97,75.0,2.0,South,99.9,R,R
0,C,73.0,185.0,7.61,76.0,2.0,South,88.8,R,R
1,C,72.0,150.0,7.37,78.0,2.1,Northeast,98.0,R,L
0,C,68.0,188.0,7.38,74.0,2.2,Midwest,88.0,R,R
0,C,69.0,150.0,7.55,75.0,2.0,Midwest,85.6,R,R
1,C,69.0,180.0,7.28,75.0,2.0,Northeast,89.5,R,R
0,C,71.0,190.0,7.07,80.0,2.0,Midwest,96.5,R,L
0,C,68.0,170.0,7.3,68.0,2.3,Northeast,87.2,R,R
0,C,73.0,190.0,7.211980819702148,73.0,2.1,South,87.0,R,L
0,C,72.0,185.0,7.38,77.0,2.0,Midwest,88.6,R,R
0,C,73.0,190.0,7.63,79.0,2.0,Midwest,93.8,R,R
0,C,70.0,170.0,7.09,75.0,2.0,Northeast,87.7,R,L
0,C,70.0,180.0,7.03,79.0,2.1,Midwest,96.4,R,L
0,C,70.0,184.0,7.62,71.0,2.1,Northeast,91.7,R,R
0,C,70.0,190.0,7.37,70.0,2.1,South,98.2,R,L
1,C,69.0,175.0,7.05,78.0,1.9,Midwest,97.0,R,R
0,C,72.0,200.0,7.34,79.0,2.0,South,96.5,R,R
0,C,75.0,200.0,7.05,79.0,1.9,South,88.1,R,R
1,C,72.0,168.0,6.81,77.0,1.9,South,90.0,R,R
0,C,73.0,205.0,7.24,70.0,2.1,South,96.6,R,R
0,C,67.0,184.0,7.77,67.0,2.3,Northeast,86.5,R,R
0,C,71.0,170.0,8.05,67.0,2.4,Midwest,85.4,R,R
0,C,71.0,210.0,7.56,75.0,2.0,South,90.0,R,R
0,C,69.0,180.0,7.92,70.0,2.2,Northeast,96.6,R,R
0,C,70.0,165.0,6.93,77.0,1.9,Midwest,91.4,R,R
0,C,69.0,180.0,6.98,75.0,2.0,West,93.6,R,R
0,C,69.0,175.0,7.78,71.0,2.1,Midwest,89.3,R,L
0,C,73.0,185.0,7.3,74.0,2.1,Midwest,91.3,R,R
1,C,70.0,150.0,7.101607799530029,64.0,2.2,West,85.1,R,R
1,C,75.0,205.0,6.94,83.0,1.9,South,97.8,R,R
1,C,70.0,170.0,7.1,73.0,2.0,South,92.8,R,R
0,C,75.0,240.0,7.39,80.0,1.9,South,99.5,R,R
0,C,73.0,215.0,7.02,77.0,2.1,Midwest,104.3,R,R
0,C,71.0,175.0,7.59,73.0,2.1,Midwest,89.6,R,R
0,C,69.0,165.0,7.74,74.0,2.2,Northeast,86.3,R,R
0,C,73.0,190.0,6.9,82.0,2.0,Midwest,95.4,R,L
0,C,72.0,180.0,7.07,81.0,2.1,Midwest,94.4,R,R
0,C,68.0,178.0,7.64,75.0,2.1,Northeast,87.6,R,R
0,C,70.0,190.0,7.65,74.0,2.1,Northeast,86.3,R,R
1,C,69.0,160.0,7.07,77.0,1.8,West,95.6,R,R
0,C,74.0,190.0,7.43,77.0,2.0,South,91.2,R,L
0,C,71.0,190.0,7.78,75.0,2.0,South,88.0,R,L
0,C,70.0,170.0,7.14,77.0,2.0,South,91.9,R,R
0,C,71.0,180.0,7.57,73.0,2.1,Midwest,88.0,R,R
1,C,70.0,192.0,7.11,78.0,2.0,South,93.4,R,S
0,C,73.0,195.0,7.74,76.0,2.0,Midwest,87.7,R,R
1,C,73.0,201.9,7.09,78.0,1.9,Northeast,99.2,R,L
0,C,68.0,175.0,7.48,73.0,2.2,South,90.0,R,R
0,C,69.0,215.0,8.35,69.0,2.3,Midwest,82.5,R,R
0,C,75.0,220.0,7.071311950683594,72.0,2.0,South,87.0,R,R
0,C,74.0,195.0,7.12,78.0,1.9,South,91.5,R,R
0,C,72.0,187.0,7.39,81.0,2.2,South,95.7,R,R
0,C,78.0,225.0,8.06,80.0,2.0,Midwest,92.5,R,L
0,C,72.0,197.0,7.11,76.0,2.2,Midwest,91.9,R,L
1,C,72.0,190.0,7.25,77.0,2.1,Northeast,94.8,R,R
1,C,71.0,190.0,7.22,77.0,2.0,South,89.0,R,R
0,C,69.0,185.0,7.2,78.0,2.0,South,102.5,R,R
0,C,72.0,185.0,8.14,69.0,2.2,Midwest,82.8,R,R
0,C,70.0,180.0,8.01,70.0,2.2,South,86.4,R,R
1,C,75.0,195.0,7.03,76.0,2.0,South,98.4,R,R
0,C,70.0,175.0,7.32,77.0,2.0,South,91.8,R,R
1,C,69.0,195.0,7.33,79.0,1.9,Northeast,98.5,R,R
0,C,69.0,200.0,8.73,65.0,2.4,Midwest,90.6,R,R
0,C,75.0,210.0,7.31,73.0,2.2,West,96.8,R,L
1,C,73.0,215.0,7.047954559326172,75.0,2.1,West,91.90699005126952,R,L
0,C,68.0,160.0,7.1,74.0,2.1,Midwest,86.3,R,R
1,C,71.0,180.0,7.47,71.0,2.2,West,84.0,R,R
1,C,71.0,203.0,7.17,81.0,1.9,South,95.4,R,R
1,C,67.0,165.0,7.64,73.0,1.9,Northeast,80.2,R,R
0,C,67.0,140.0,7.65,73.0,2.0,Midwest,82.7,R,S
0,C,72.0,175.0,6.82,75.0,2.0,Midwest,89.2,R,R
0,C,70.0,185.0,6.91,78.0,2.0,Midwest,95.1,R,R
1,C,71.0,185.0,7.62,76.0,2.1,West,95.9,R,L
0,C,71.0,170.0,7.16,72.0,2.1,Midwest,92.0,R,R
0,C,72.0,190.0,7.85,75.0,2.0,South,95.2,R,R
0,C,68.0,160.0,7.23,75.0,2.0,Northeast,86.2,R,S
0,C,73.0,165.0,7.35,76.0,2.1,Northeast,87.2,R,R
0,C,74.0,185.0,7.19,80.0,2.0,South,87.2,R,L
1,C,71.0,172.6,7.46,76.0,1.9,Northeast,89.2,R,R
0,C,71.0,193.0,6.88,80.0,1.9,South,99.5,R,R
0,C,68.0,160.0,7.55,75.0,2.0,Northeast,88.0,R,R
0,C,74.0,180.0,7.7,75.0,2.1,Midwest,96.8,R,R
1,C,71.0,185.0,7.4,73.0,2.1,South,91.8,R,R
0,C,73.0,187.0,7.06,79.0,2.0,Midwest,93.9,R,R
1,C,68.0,175.0,7.47,76.0,2.0,South,85.7,R,R
0,C,72.0,175.0,6.92,80.0,2.3,Midwest,88.4,R,R
0,C,70.0,160.0,7.16,76.0,2.0,Midwest,84.0,R,R
1,C,71.0,195.0,7.98,72.0,2.3,Northeast,91.3,R,L
1,C,71.0,185.0,6.87,82.0,1.9,South,97.5,R,R
1,C,71.0,170.0,7.03,80.0,2.0,West,96.8,R,R
0,C,71.0,190.0,8.08,71.0,2.2,Midwest,81.7,R,R
0,C,68.0,160.0,7.96,69.0,2.4,West,84.1,L,R
0,C,71.0,212.0,7.2,79.0,1.9,South,99.9,R,R
0,C,69.0,185.0,7.269881725311279,75.0,2.1,South,89.9,R,R
0,C,69.0,175.0,7.42,72.0,2.1,Midwest,82.6,R,R
0,C,74.0,162.5,7.54,74.0,2.1,West,87.1,R,R
0,C,65.0,130.0,7.84,73.0,2.1,Northeast,81.4,R,R
1,C,74.0,220.0,7.18,81.0,1.9,Midwest,102.6,R,R
0,C,72.0,170.0,7.47,74.0,2.0,Northeast,85.0,R,R
0,C,74.0,200.0,7.87,74.0,2.1,West,92.1,R,R
0,C,73.0,210.0,7.57,72.0,2.3,Midwest,83.0,R,R
0,C,69.0,183.0,7.18,80.0,1.9,Midwest,96.5,R,L
0,C,71.0,176.0,7.94,76.0,2.1,South,89.8,R,R
0,C,69.0,193.0,7.26,76.0,2.1,Midwest,94.3,R,L
0,C,71.0,175.0,7.41,70.0,2.2,South,81.1,R,R
0,C,72.0,220.0,6.963575839996338,71.0,2.2,South,94.7,R,R
1,C,72.0,194.0,7.11,80.0,1.9,South,96.2,R,S
1,C,72.0,195.0,6.98,76.0,1.9,Midwest,89.5,R,L
0,C,72.0,195.0,6.98,76.0,1.9,Midwest,89.5,R,L
0,C,73.0,195.0,7.32,77.0,2.0,South,129.4,R,L
0,C,72.0,200.0,7.7,70.0,2.2,South,86.4,R,R
1,C,74.0,195.0,7.08,80.0,2.0,Midwest,95.7,R,R
1,C,69.0,190.0,7.58,75.0,2.1,Northeast,89.0,R,R
0,C,70.0,175.0,7.03,75.0,1.9,Northeast,91.5,R,R
0,C,71.0,190.0,7.61,73.0,2.2,Midwest,91.8,R,R
0,C,70.0,170.0,7.87,77.0,2.1,West,89.7,R,R
0,C,72.0,210.0,7.72,71.0,2.3,Northeast,85.0,R,R
0,C,70.0,180.0,7.09,78.0,2.0,South,90.9,R,R
0,C,69.0,165.0,7.09,78.0,2.1,Midwest,94.0,R,L
0,C,69.0,195.0,7.13,79.0,1.9,Midwest,100.1,R,S
1,C,72.0,185.0,7.28,76.0,2.0,Northeast,91.3,R,L
0,C,72.0,165.0,7.02,77.0,2.0,Midwest,89.6,R,R
0,C,68.0,180.0,6.99,76.0,2.1,West,94.5,R,R
0,C,70.0,185.0,7.5,70.0,2.0,Midwest,91.7,R,R
1,C,74.0,195.0,7.099778175354004,73.0,2.0,South,93.4,R,R
1,C,73.0,215.0,7.12,77.0,2.0,West,101.5,R,R
1,C,71.0,190.0,7.2,77.0,1.9,Northeast,94.5,R,R
0,C,67.0,160.0,7.0,69.0,2.3,West,88.0,R,R
0,C,72.0,180.0,7.83,72.0,2.1,South,93.8,R,R
0,C,72.0,200.0,7.62,68.0,2.4,Northeast,89.1,R,R
0,C,71.0,187.0,7.13,69.0,2.2,South,89.9,R,L
1,C,72.0,196.2,7.36,75.0,1.9,South,93.0,R,R
0,C,68.0,176.0,7.34,68.0,2.3,Northeast,84.9,R,R
1,C,72.0,190.0,7.58,86.0,2.0,South,91.7,R,R
0,C,72.0,180.0,6.85,81.0,1.9,South,105.7,R,R
0,C,68.0,165.0,7.62,75.0,2.1,South,81.0,R,R
0,C,71.0,170.0,7.47,71.0,2.2,South,86.0,R,L
0,C,73.0,195.0,7.23,72.0,2.1,Midwest,91.9,R,R
1,C,75.0,195.0,7.79,84.0,1.9,South,96.9,R,L
1,C,71.0,190.0,7.46,79.0,2.0,Midwest,98.5,R,R
1,C,71.0,199.5,7.28,84.0,1.9,South,100.6,R,R
0,C,75.0,190.0,7.87,74.0,2.1,Midwest,94.7,R,R
0,C,73.0,210.0,6.81,79.0,2.0,Northeast,90.8,R,R
0,C,71.0,160.0,7.48,77.0,2.0,Midwest,88.6,R,R
0,C,71.0,155.0,7.58,70.0,2.1,Midwest,77.3,R,R
0,C,70.0,200.0,7.3,75.0,2.1,Midwest,87.6,R,R
0,C,70.0,175.0,6.75,66.0,2.1,Northeast,80.0,R,R
0,C,70.0,160.0,7.53,75.0,2.2,Midwest,84.3,R,R
0,C,72.0,210.0,7.83,73.0,2.1,South,86.9,R,R
0,C,69.0,155.0,7.32,72.0,2.1,Midwest,89.2,R,R
1,C,69.0,165.0,7.83,65.0,2.5,South,79.5,R,L
1,C,69.0,165.0,7.74,76.0,2.1,Northeast,92.9,R,R
0,C,72.0,216.7,7.14,79.0,2.0,Midwest,92.5,R,R
1,C,70.0,205.0,7.02,82.0,2.0,Midwest,92.0,R,R
0,C,72.0,188.0,7.19,84.0,1.8,Midwest,101.2,R,R
0,C,71.0,160.0,7.36,67.0,2.2,Northeast,83.7,R,R
0,C,75.0,215.5,6.88,80.0,2.0,Midwest,100.3,R,R
0,C,73.0,185.0,7.79,74.0,2.1,Midwest,92.2,R,R
1,C,73.0,185.0,7.31,78.0,2.0,South,93.1,R,R
0,C,74.0,165.0,8.29,71.0,2.4,West,86.0,R,R
1,C,72.0,197.0,7.42,80.0,1.9,Northeast,91.6,R,R
0,C,69.0,146.0,7.36,78.0,2.0,South,81.7,R,R
0,C,70.0,190.0,7.32,72.0,2.0,Midwest,88.6,R,R
0,C,70.0,175.0,7.27,75.0,2.1,South,89.2,R,R
0,C,71.0,185.0,7.63,77.0,1.9,West,95.3,R,R
1,C,70.0,180.0,7.0,78.0,2.0,Midwest,93.5,R,L
1,C,70.0,185.0,7.0,79.0,2.0,West,95.1,R,R
0,C,70.0,185.0,7.0,79.0,2.0,West,95.1,R,R
1,C,75.0,175.0,7.26,73.0,2.1,South,87.0,R,R
0,C,71.0,190.0,7.35,78.0,1.9,South,93.4,R,L
0,C,68.0,176.0,7.33,75.0,2.0,South,92.4,R,R
0,C,73.0,200.0,7.66,77.0,2.0,South,97.8,R,R
0,C,74.0,200.0,7.58,75.0,2.1,South,93.3,R,S
0,C,72.0,175.0,7.93,73.0,2.3,Midwest,88.5,R,R
1,C,71.0,175.0,7.62,77.0,2.0,South,93.1,R,R
1,C,76.0,215.0,7.357248306274414,73.0,2.0,Midwest,86.5,R,R
1,C,69.0,165.0,7.79,69.0,2.1,Northeast,81.3,R,L
0,C,71.0,185.0,7.13,69.0,2.1,West,87.9,R,R
0,C,73.0,180.0,7.5,73.0,2.1,Midwest,86.4,R,R
1,C,73.0,200.4,7.06,79.0,2.0,Northeast,99.7,R,R
0,C,74.0,180.0,7.29,76.0,2.2,Midwest,93.5,R,L
0,C,72.0,180.0,7.47,76.0,2.1,Midwest,86.6,R,L
0,C,70.0,180.0,7.34,76.0,1.9,Northeast,88.9,R,R
0,C,68.0,165.0,7.9,72.0,2.1,Northeast,81.5,R,R
1,C,74.0,205.0,7.71,80.0,2.1,South,94.4,R,R
1,C,69.0,155.0,7.43,77.0,1.9,South,87.0,R,R
0,C,73.0,190.0,7.28,75.0,1.9,Midwest,92.3,R,R
1,C,70.0,170.0,6.72,79.0,1.9,South,83.0,R,R
0,C,72.0,200.0,7.43,74.0,2.0,South,91.0,R,R
0,C,72.0,185.0,7.24,78.0,2.1,Midwest,100.4,R,L
0,C,71.0,200.0,7.28,77.0,2.1,Midwest,93.0,R,R
0,C,70.0,190.0,7.29,80.0,2.1,Midwest,88.2,R,R
0,C,72.0,200.0,7.37,76.0,2.1,West,92.0,R,L
0,C,70.0,180.0,7.83,76.0,2.2,Northeast,91.8,R,R
0,C,72.0,220.0,7.63,72.0,2.1,Northeast,87.8,R,R
1,C,74.0,215.0,7.33,78.0,2.1,Midwest,97.0,R,R
0,C,70.0,165.0,7.19,71.0,2.0,South,82.0,R,R
0,C,69.0,190.0,7.26,75.0,2.0,Midwest,94.3,R,R
0,C,72.0,185.0,7.49,67.0,2.2,Midwest,81.5,R,R
1,C,76.0,217.0,7.39,82.0,2.0,Northeast,96.0,R,L
0,C,69.0,175.0,7.49,67.0,2.3,West,83.3,R,R
0,C,74.0,173.0,7.05,80.0,2.0,Midwest,94.0,R,R
0,C,72.0,205.0,7.61,73.0,2.0,West,94.8,R,R
1,C,73.0,195.0,7.26,83.0,1.9,Northeast,93.9,R,R
1,C,73.0,215.0,7.14,79.0,1.9,Midwest,95.0,R,R
0,C,73.0,185.0,7.21,79.0,2.0,South,92.9,R,R
1,C,72.0,180.8,7.07,80.0,1.9,Northeast,95.0,R,R
1,C,72.0,208.0,6.51,82.0,1.9,Midwest,98.7,R,R
0,C,73.0,185.0,7.46,78.0,2.2,South,92.0,R,L
0,C,71.0,190.0,8.38,71.0,2.1,South,83.7,R,R
0,C,72.0,160.0,7.5,71.0,2.1,Midwest,85.3,R,R
0,C,71.0,170.0,7.07,73.0,2.1,Midwest,89.7,R,S
0,C,67.0,145.0,7.45,82.0,1.9,Northeast,87.0,R,R
0,C,73.0,160.0,7.64,71.0,2.2,Midwest,75.0,R,R
0,C,70.0,175.0,7.06,81.0,2.0,Midwest,92.2,R,R
0,C,69.0,145.0,6.9,72.0,2.1,West,82.0,R,R
0,C,69.0,155.0,7.23,72.0,1.9,Midwest,89.5,R,R
1,C,69.0,170.0,7.12,78.0,1.9,South,93.9,R,R
0,C,71.0,235.0,8.79,71.0,2.2,South,94.2,R,R
0,C,70.0,180.0,7.67,70.0,2.2,West,90.7,R,R
0,C,72.0,180.0,7.29,73.0,2.0,South,82.0,R,R
0,C,72.0,165.0,7.97,72.0,2.0,South,84.4,R,L
1,C,70.0,175.0,7.13,78.0,2.1,Northeast,90.8,R,R
1,C,72.0,190.0,7.6,74.0,1.9,West,98.2,R,R
0,C,74.0,195.0,7.92,76.0,2.0,South,94.6,R,R
0,C,74.0,194.0,7.53,72.0,2.2,Northeast,88.6,R,R
1,C,69.0,170.0,7.21,78.0,1.9,South,98.1,R,R
0,C,72.0,160.7,7.08,77.0,2.0,West,98.9,R,R
0,C,70.0,170.0,7.02,79.0,2.1,Midwest,92.1,R,R
0,C,67.0,170.0,7.2,68.0,2.2,Northeast,87.0,R,R
1,C,71.0,165.0,6.81,76.0,2.0,Midwest,85.0,R,R
0,C,74.0,193.0,7.1,77.0,2.0,Midwest,92.5,R,R
0,C,72.0,190.0,7.4,82.0,2.0,South,98.2,R,R
1,C,72.0,180.0,6.7,88.0,1.9,Midwest,97.3,R,R
0,C,75.0,230.0,7.55,77.0,2.0,South,97.0,R,R
1,C,69.0,185.0,7.31,80.0,1.9,Midwest,99.7,R,R
0,C,71.0,160.0,6.82,78.0,2.0,South,82.0,R,R
0,C,71.0,175.0,7.62,76.0,2.0,South,89.0,R,R
0,C,73.0,175.0,7.17,76.0,2.2,Northeast,78.7,R,R
0,C,70.0,190.0,8.01,67.0,2.4,South,88.4,R,R
0,C,70.0,210.0,7.28,75.0,2.0,West,94.2,R,L
0,C,71.0,205.0,7.73,72.0,2.1,Midwest,94.7,R,R
1,C,70.0,175.0,7.61,71.0,2.0,Northeast,78.0,R,L
0,C,70.0,190.0,7.11,79.0,2.0,Midwest,94.2,R,R
0,C,72.0,190.0,7.72,70.0,2.2,South,88.8,R,R
1,C,75.0,250.0,7.41,77.0,2.0,Northeast,101.2,R,R
0,C,71.0,190.0,7.04,78.0,2.1,Midwest,100.0,R,R
0,C,70.0,170.0,7.13,73.0,2.3,Midwest,88.0,R,R
0,C,69.0,195.0,7.043727397918701,75.0,2.1,Midwest,89.0,R,L
0,C,72.0,220.0,7.5,72.0,2.1,Northeast,98.7,R,R
0,C,74.0,185.0,7.22,78.0,2.0,Northeast,97.2,R,R
0,C,76.0,218.0,7.24,75.0,2.2,Midwest,86.0,R,R
1,C,73.0,203.0,6.43,78.0,1.9,South,96.4,R,R
0,C,70.0,160.0,6.81,77.0,2.1,Northeast,90.4,R,R
0,C,73.0,187.0,7.66,77.0,2.0,Midwest,94.2,R,R
1,C,70.0,185.0,7.22,82.0,2.0,South,97.1,R,R
0,C,71.0,200.0,7.38,73.0,2.1,South,99.0,R,L
0,C,70.0,207.2,7.44,74.0,2.1,West,100.2,R,R
0,C,76.0,221.0,7.77,79.0,2.0,West,100.2,R,R
0,C,71.0,207.0,7.54,71.0,2.1,West,91.2,R,R
0,C,73.0,215.0,7.54,76.0,2.2,Northeast,95.2,L,R
0,C,73.0,175.0,7.35,78.0,2.0,Midwest,91.9,R,R
0,C,70.0,180.0,8.18,72.0,2.1,Midwest,82.3,R,R
0,C,73.0,200.0,7.45,76.0,2.0,Midwest,94.9,R,R
0,C,68.0,160.0,7.14,77.0,2.1,Midwest,87.0,R,R
0,C,75.0,230.0,7.87,62.0,2.7,Midwest,87.0,R,R
0,C,68.0,180.0,7.07,74.0,2.0,Midwest,94.2,R,R
1,C,72.0,200.0,7.14,76.0,1.9,West,99.2,R,L
1,C,75.0,220.0,7.4,73.0,2.0,West,98.6,R,L
1,C,73.0,200.0,7.91,74.0,2.0,South,84.0,R,R
0,C,68.0,170.0,6.9,73.0,2.1,South,95.8,R,R
0,C,72.0,160.0,7.39,76.0,2.0,Midwest,87.7,R,R
0,C,70.0,180.0,7.48,74.0,2.2,Midwest,88.4,R,L
0,C,73.0,195.0,7.48,80.0,2.0,Northeast,97.2,R,R
1,C,71.0,175.0,7.17,78.0,2.1,Midwest,90.0,R,L
0,C,72.0,180.0,6.94,76.0,1.9,Midwest,92.0,R,R
0,C,72.0,200.0,8.52,72.0,2.3,Midwest,83.6,R,R
0,C,71.0,182.0,6.83,73.0,2.0,South,94.7,R,R
1,C,73.0,202.0,6.9,79.0,1.9,Midwest,95.1,R,R
1,C,73.0,195.0,6.62,80.0,2.0,Midwest,100.1,R,S
0,C,68.0,155.0,7.7,70.0,2.2,Midwest,82.8,R,R
0,C,71.0,185.0,7.69,76.0,2.0,Northeast,93.9,R,R
0,C,70.0,200.0,7.6,76.0,2.1,Midwest,93.8,R,R
1,C,76.0,230.0,6.97,86.0,1.9,Northeast,100.0,R,R
0,C,70.0,190.0,7.01,81.0,2.0,Midwest,102.7,R,R
0,C,71.0,195.0,7.27,78.0,2.0,Midwest,90.3,R,R
0,C,69.0,175.0,7.22,80.0,2.0,Midwest,95.8,R,R
0,C,73.0,189.2,8.36,73.0,2.2,Northeast,85.5,R,R
1,C,71.0,195.0,7.39,86.0,1.9,Midwest,99.5,R,R
0,C,72.0,185.0,7.51,78.0,2.1,Midwest,93.1,R,R
0,C,69.0,175.0,6.63,82.0,2.0,South,98.3,R,R
0,C,71.0,190.0,7.54,75.0,2.1,South,89.0,R,R
1,C,70.0,180.0,7.092741012573242,74.0,1.9,Midwest,91.4,R,R
0,C,71.0,210.0,7.44,79.0,2.2,South,96.4,R,R
0,C,71.0,165.0,7.32,78.0,2.1,Midwest,87.7,R,R
0,C,71.0,180.0,6.84,80.0,2.1,Midwest,87.1,R,R
1,C,71.0,185.0,7.04,84.0,1.8,Midwest,98.3,R,L
0,C,71.0,185.0,7.04,84.0,1.8,Midwest,98.3,R,L
1,C,71.0,210.0,7.44,75.0,2.2,Midwest,91.0,R,R
0,C,72.0,195.0,7.36,75.0,2.0,Midwest,102.2,R,L
0,C,70.0,185.0,7.48,70.0,2.1,Northeast,86.6,R,R
0,C,71.0,195.0,7.75,82.0,2.0,South,97.5,R,R
0,C,70.0,200.5,7.45,81.0,2.1,Midwest,99.9,R,R
0,C,67.0,172.0,6.97,75.0,2.0,Northeast,89.7,R,R
0,C,73.0,175.0,7.5,74.0,2.1,West,90.1,R,R
0,C,72.0,195.0,7.51,81.0,1.9,South,86.6,R,R
0,C,70.0,170.0,7.6,75.0,2.0,West,89.0,R,R
0,C,74.0,200.0,7.59,78.0,2.0,Midwest,98.0,R,R
1,C,75.0,200.0,7.1,76.0,2.0,Midwest,98.0,R,L
0,C,70.0,180.0,7.84,74.0,2.0,Midwest,97.9,R,R
0,C,69.0,213.0,7.54,72.0,2.1,Midwest,83.9,R,R
0,C,73.0,198.2,7.57,77.0,2.0,South,92.8,R,L
1,C,75.0,181.0,7.12,82.0,1.8,Northeast,93.0,R,R
1,C,72.0,210.0,7.06,84.0,2.0,Midwest,110.8,R,R
0,C,71.0,175.0,7.27,75.0,2.1,Midwest,91.4,R,R
0,C,70.0,179.5,7.350002288818359,75.0,2.0,South,95.0,R,R
0,C,73.0,185.0,7.29,77.0,2.0,West,93.0,R,R
0,C,71.0,170.0,6.85,81.0,2.0,Northeast,94.4,R,R
1,C,76.0,198.0,6.43,77.0,2.0,South,94.2,R,R
0,C,73.0,165.0,7.38,73.0,2.1,West,85.9,R,R
1,C,73.0,198.6,7.54,78.0,1.9,West,94.8,R,L
0,C,73.0,195.0,7.61,73.0,2.1,Northeast,93.4,R,R
0,C,74.0,170.0,7.11,75.0,2.1,Midwest,89.7,R,R
0,C,72.0,210.0,7.29,74.0,2.0,South,93.7,R,L
0,C,72.0,206.0,7.18,78.0,2.0,Midwest,103.8,R,R
0,C,70.0,190.0,7.27,77.0,2.1,South,94.5,R,R
1,C,75.0,187.6,6.98,80.0,1.9,South,98.3,R,L
0,C,74.0,180.0,7.75,76.0,2.2,South,84.4,R,R
0,C,70.0,180.0,7.63,73.0,2.2,Midwest,91.1,R,R
0,C,71.0,177.3,7.45,72.0,2.0,West,91.3,R,L
