d1_or_not,primary_position,height,weight,sixty_time,c_velo,pop_time,player_region,exit_velo_max,throwing_hand,hitting_handedness
0,C,69.0,176.0,7.72,76.0,1.9,Midwest,93.9,R,R
0,C,68.0,175.0,7.71,72.0,2.1,Midwest,89.0,R,R
0,C,67.0,165.0,8.09,70.0,2.2,Northeast,82.4,R,R
1,C,73.0,220.0,7.94,80.0,2.0,Midwest,99.0,R,R
0,C,73.0,200.0,7.39,77.0,2.0,Midwest,97.7,R,R
0,C,69.0,185.0,7.39,74.0,2.0,Northeast,88.9,R,S
0,C,71.0,185.9,6.84,78.0,1.9,West,96.3,R,R
0,C,72.0,180.0,7.8,76.0,2.2,Midwest,85.8,R,R
0,C,72.0,177.0,7.1,80.0,2.0,Midwest,90.2,R,R
0,C,71.0,160.3,8.16,72.0,1.9,West,90.3,R,S
0,C,71.0,160.0,7.5,74.0,2.1,Midwest,82.0,R,R
0,C,69.0,140.0,7.21,77.0,2.1,West,82.7,R,R
0,C,72.0,190.0,7.13,72.0,2.0,Midwest,94.7,R,R
0,C,70.0,150.0,7.67,70.0,2.1,South,81.3,R,R
0,C,71.0,165.0,6.83,80.0,1.9,South,89.0,R,R
1,C,72.0,175.0,7.1,80.0,1.9,South,83.0,R,R
1,C,68.0,175.0,6.94,77.0,2.0,Midwest,99.3,R,L
0,C,72.0,188.7,7.06,80.0,2.0,Midwest,93.3,R,R
0,C,71.0,170.0,7.13,75.0,2.0,South,92.5,R,R
0,C,72.0,185.0,7.07,74.0,2.1,South,89.7,R,S
0,C,72.0,175.0,6.8,77.0,2.0,South,95.4,R,R
0,C,69.0,200.4,7.22,80.0,1.9,Midwest,94.6,R,R
0,C,72.0,170.0,7.04,78.0,2.0,Midwest,86.8,R,R
0,C,74.0,210.0,7.96,75.0,2.0,Northeast,93.8,R,R
0,C,71.0,185.0,7.48,76.0,2.0,West,96.5,R,R
0,C,71.0,160.0,7.12,78.0,1.9,Northeast,93.1,R,L
0,C,75.0,190.0,7.45,76.0,2.0,South,92.4,R,R
0,C,62.0,150.0,7.61,74.0,2.2,Northeast,84.7,R,R
0,C,72.0,194.9,7.36,68.0,2.3,Northeast,90.8,R,R
0,C,73.0,195.0,6.7,83.0,1.8,Midwest,99.3,R,R
1,C,70.0,190.0,6.99,80.0,1.9,South,98.7,R,R
0,C,73.0,195.0,7.046525955200195,79.0,2.0,Midwest,86.3,R,R
0,C,71.0,180.0,7.18,76.0,2.0,Northeast,89.0,R,R
0,C,70.0,170.0,7.244339466094971,77.0,2.1,South,85.5,R,R
0,C,73.0,195.0,7.79,76.0,2.1,Midwest,90.1,R,L
0,C,72.0,190.0,6.83,80.0,2.0,Midwest,90.0,R,R
0,C,72.0,220.0,7.39,72.0,2.1,Midwest,96.0,R,R
0,C,68.0,175.0,7.69,76.0,2.1,Northeast,82.2,R,R
0,C,75.0,215.0,7.51,71.0,2.2,Northeast,98.8,R,R
0,C,72.0,190.0,7.8,74.0,2.1,South,90.7,R,R
1,C,69.0,185.0,7.094708442687988,79.0,2.0,South,90.0,R,R
1,C,74.0,195.0,6.9,76.0,2.0,South,99.3,R,L
0,C,74.0,175.0,7.03,77.0,2.1,South,91.7,R,R
0,C,70.0,185.0,7.13,74.0,2.1,Midwest,94.6,R,R
0,C,70.0,180.1,7.05,72.0,2.1,Northeast,87.7,R,R
0,C,69.0,195.0,8.08,69.0,2.3,Midwest,89.4,R,R
0,C,70.0,170.0,7.53,67.0,2.5,Midwest,86.8,R,R
0,C,70.0,167.0,7.4,76.0,2.1,Midwest,91.8,R,R
0,C,73.0,190.0,7.7,73.0,2.2,Midwest,82.0,R,R
0,C,73.0,200.0,7.88,70.0,2.3,Midwest,84.0,R,L
0,C,71.0,165.0,7.78,71.0,2.3,Midwest,92.4,R,R
1,C,74.0,210.0,7.12,76.0,2.0,Northeast,95.5,R,S
0,C,71.0,180.0,7.55,74.0,2.1,South,89.7,R,R
0,C,69.0,155.0,6.98,71.0,2.2,Midwest,83.7,R,R
0,C,73.0,170.0,7.09,73.0,2.0,Midwest,81.0,R,R
0,C,72.0,185.0,7.29,82.0,1.8,Midwest,95.3,R,R
0,C,68.0,155.0,7.55,69.0,2.4,Midwest,83.1,R,R
0,C,69.0,165.0,7.74,72.0,2.1,Northeast,89.0,R,L
1,C,76.0,190.0,7.33,73.0,2.3,Midwest,89.9,R,R
0,C,70.0,160.0,7.17,67.0,2.4,Midwest,86.0,R,R
0,C,71.0,155.0,7.76,71.0,2.4,Midwest,78.0,R,R
0,C,74.0,180.0,7.4,79.0,2.1,Midwest,98.9,R,R
0,C,73.0,195.0,7.61,73.0,2.1,Midwest,93.4,R,R
0,C,71.0,205.0,7.83,74.0,2.1,Midwest,86.0,R,R
0,C,74.0,195.8,7.8,82.0,2.0,Midwest,91.7,R,R
0,C,71.0,185.0,6.927515506744385,70.0,2.3,Midwest,90.0,R,R
0,C,70.0,170.0,7.75,74.0,2.0,South,86.0,R,R
0,C,72.0,185.0,7.44,73.0,2.2,Midwest,91.8,R,L
0,C,64.0,148.8,7.36,76.0,2.0,Northeast,86.5,R,R
1,C,72.0,165.0,7.17,71.0,2.0,South,84.9,R,R
0,C,73.0,210.0,6.93,83.0,1.9,Northeast,98.4,R,R
1,C,73.0,200.0,6.78,80.0,1.9,South,97.1,R,L
0,C,71.0,195.0,7.52,75.0,2.1,Midwest,92.0,R,R
0,C,69.0,199.0,7.98,74.0,2.1,Midwest,92.0,R,L
1,C,65.0,140.0,7.23,73.0,2.1,West,83.4,R,R
0,C,72.0,200.0,7.69,72.0,2.0,South,92.6,R,R
0,C,71.0,180.1,7.56,79.0,1.9,West,94.2,R,R
0,C,73.0,190.0,6.91,79.0,2.1,Midwest,96.0,R,R
1,C,71.0,178.6,7.07,83.0,1.9,Northeast,97.1,R,L
1,C,70.0,190.0,6.98,79.0,2.0,West,93.7,R,R
0,C,69.0,160.0,7.49,74.0,2.2,Midwest,86.3,R,L
1,C,74.0,215.0,7.45,74.0,2.1,Northeast,95.1,R,L
0,C,71.0,140.0,8.03,72.0,2.0,Northeast,80.5,R,R
0,C,75.0,185.0,7.56,73.0,2.1,Northeast,88.0,R,R
0,C,67.0,200.0,8.37,75.0,2.1,Midwest,91.1,L,L
1,C,69.0,185.0,7.2,82.0,1.9,Midwest,95.0,R,S
0,C,73.0,185.0,7.1,75.0,2.0,Midwest,96.8,R,R
0,C,75.0,215.0,7.48,74.0,2.2,Midwest,98.0,R,R
0,C,72.0,200.0,6.95,76.0,1.9,South,89.9,R,R
1,C,72.0,186.0,7.15,78.0,2.0,South,94.6,R,R
0,C,72.0,215.0,7.3,75.0,2.1,Midwest,94.2,R,R
0,C,70.0,199.1,7.77,70.0,2.1,West,95.3,R,R
0,C,71.0,159.0,6.89,79.0,2.0,Midwest,97.4,R,R
0,C,73.0,215.0,7.84,77.0,2.1,Midwest,95.3,R,R
1,C,74.0,200.0,6.95,82.0,1.9,Midwest,94.4,R,R
1,C,72.0,190.0,6.82,79.0,1.9,Midwest,90.5,R,R
0,C,67.0,173.0,7.54,76.0,2.0,South,96.3,R,S
1,C,74.0,187.0,7.32,82.0,2.0,South,93.1,R,R
0,C,70.0,165.0,6.76,73.0,2.2,Midwest,90.7,R,R
0,C,72.0,180.0,7.57,75.0,2.1,Northeast,94.8,R,R
0,C,68.0,160.0,6.85,75.0,2.0,Midwest,83.4,R,R
0,C,69.0,190.0,7.46,75.0,2.1,Midwest,88.6,R,R
1,C,73.0,195.0,7.54,80.0,2.0,Northeast,96.9,R,R
0,C,69.0,170.0,7.92,72.0,2.1,Midwest,85.7,R,R
0,C,73.0,185.0,7.12,80.0,2.0,Midwest,94.0,R,R
1,C,72.0,180.0,7.15,81.0,1.9,South,101.4,R,R
0,C,70.0,195.0,7.8,79.0,2.1,Midwest,97.0,R,R
0,C,70.0,170.0,6.88,77.0,2.0,Midwest,99.0,R,R
0,C,69.0,165.0,7.05,73.0,2.1,Midwest,87.9,R,R
0,C,72.0,195.0,7.61,73.0,2.1,Midwest,89.0,R,R
0,C,74.0,180.0,7.19,70.0,2.4,Midwest,90.1,R,R
0,C,70.0,189.0,8.02,74.0,2.1,South,91.2,R,R
0,C,71.0,185.0,7.17,75.0,2.0,South,88.0,R,L
0,C,69.0,173.0,7.43,73.0,2.1,Midwest,91.4,R,R
0,C,68.0,160.9,7.03,75.0,2.0,Midwest,92.9,R,R
0,C,70.0,180.0,7.75,76.0,2.1,Northeast,90.5,R,R
0,C,72.0,190.0,7.46,71.0,2.3,Northeast,83.7,R,R
1,C,68.0,180.0,7.21,74.0,2.1,Midwest,93.0,R,R
0,C,69.0,175.0,7.94,73.0,2.2,Midwest,88.7,R,R
0,C,72.0,185.0,7.29,74.0,2.0,Midwest,90.8,R,R
0,C,72.0,214.7,7.62,72.0,2.2,Midwest,90.5,R,R
0,C,71.0,185.0,7.35,71.0,2.2,West,92.9,R,R
0,C,73.0,205.0,8.1,72.0,2.0,Midwest,90.6,R,L
0,C,70.0,180.0,7.43,70.0,2.2,West,88.0,R,R
1,C,70.0,185.0,8.43,66.0,2.4,Midwest,83.0,R,R
0,C,75.0,180.0,7.22,74.0,2.1,Northeast,91.1,R,R
0,C,74.0,180.0,7.8,72.0,2.0,South,90.0,R,R
0,C,69.0,173.0,7.62,78.0,2.0,South,82.0,R,R
0,C,72.0,170.0,7.084111213684082,77.0,2.1,South,85.9,R,R
0,C,72.0,180.0,8.01,70.0,2.3,West,90.1,R,R
0,C,71.0,185.0,7.27,76.0,2.0,West,91.5,R,R
1,C,73.0,200.0,7.26,82.0,1.9,Midwest,93.0,R,R
0,C,70.0,175.0,7.11,77.0,2.0,Northeast,92.9,R,R
0,C,71.0,170.0,7.72,70.0,2.1,Northeast,86.0,R,L
0,C,68.0,160.0,7.84,74.0,2.0,West,91.3,R,R
0,C,72.0,178.0,7.32,73.0,2.2,Midwest,81.0,R,R
1,C,74.0,200.0,7.0,80.0,1.9,Midwest,100.0,R,S
0,C,72.0,190.0,7.17,77.0,1.9,Midwest,91.9,R,R
0,C,69.0,168.0,7.7,77.0,2.0,Midwest,89.9,R,L
0,C,74.0,155.0,7.7,75.0,2.3,Midwest,81.5,R,R
0,C,70.0,208.0,8.33,73.0,2.2,Midwest,90.5,R,R
0,C,72.0,190.0,7.41,78.0,2.1,West,89.8,R,R
0,C,72.0,190.0,7.12,77.0,2.2,Midwest,93.7,R,R
0,C,72.0,200.4,7.47,77.0,2.0,Midwest,93.4,R,L
0,C,75.0,170.0,7.81,72.0,2.1,West,81.3,R,R
0,C,69.0,175.0,7.212717533111572,64.0,2.1,Midwest,83.0,R,R
1,C,68.0,185.0,7.5,73.0,2.0,Northeast,86.0,R,R
0,C,72.0,208.6,7.93,76.0,2.0,West,96.8,R,L
0,C,74.0,192.0,7.68,72.0,2.2,Northeast,88.2,R,R
0,C,70.0,175.0,7.093000411987305,70.0,2.2,Northeast,85.2,R,R
0,C,72.0,165.0,7.31,78.0,2.1,South,86.5,R,R
0,C,72.0,175.0,7.25,75.0,2.0,South,91.2,R,R
1,C,74.0,195.0,7.36,76.0,2.0,Midwest,97.1,R,R
0,C,71.0,180.0,7.57,78.0,2.0,South,96.0,R,R
1,C,70.0,195.0,6.95,79.0,1.9,Midwest,98.0,R,R
1,C,72.0,175.0,7.01,79.0,1.9,South,91.0,R,R
0,C,74.0,215.0,7.28,69.0,2.2,Northeast,94.8,R,R
0,C,72.0,170.0,7.44,74.0,2.0,Northeast,85.9,R,R
0,C,70.0,220.0,7.14,82.0,2.0,Northeast,91.2,R,R
0,C,72.0,175.0,7.18,70.0,2.1,West,95.4,R,R
0,C,71.0,195.0,7.5,72.0,2.1,Midwest,94.0,R,L
0,C,72.0,180.0,7.28499698638916,68.0,2.2,Midwest,80.7,R,R
0,C,70.0,145.0,7.56,76.0,2.1,Northeast,82.7,R,L
0,C,71.0,180.0,7.28,77.0,1.9,Northeast,89.7,R,R
0,C,69.0,170.0,8.96,71.0,2.1,Northeast,83.7,R,R
0,C,73.0,194.9,7.87,77.0,2.1,Midwest,90.8,R,R
0,C,67.0,155.0,7.28,80.0,1.9,South,88.1,R,R
0,C,72.0,150.0,7.15,76.0,2.1,South,92.5,R,R
0,C,66.0,160.0,8.04,70.0,2.0,South,90.5,R,R
0,C,71.0,170.0,7.41,71.0,2.1,West,89.3,R,R
0,C,72.0,185.0,7.34,73.0,2.2,Midwest,91.0,R,R
0,C,70.0,180.0,7.22,78.0,2.1,Midwest,89.1,R,R
1,C,70.0,190.0,7.31,75.0,2.0,Midwest,93.9,R,R
1,C,71.0,183.6,6.88,82.0,1.9,South,93.9,R,R
0,C,70.0,174.0,7.57,75.0,2.1,Midwest,85.3,R,R
0,C,70.0,190.0,7.16,69.0,2.1,Northeast,88.9,R,R
0,C,71.0,170.0,8.44,71.0,2.2,Midwest,80.0,R,R
0,C,72.0,225.0,8.43,72.0,2.3,Midwest,85.0,R,R
0,C,70.0,160.0,7.24,72.0,2.2,Midwest,87.0,R,R
1,C,74.0,185.0,7.36,76.0,2.0,Northeast,92.1,R,R
1,C,76.0,204.0,7.85,75.0,2.1,South,87.4,R,R
1,C,70.0,200.0,7.23,73.0,2.1,South,102.1,R,R
0,C,70.0,150.0,7.55,72.0,2.2,Midwest,83.6,R,R
0,C,71.0,200.0,6.99,78.0,2.1,Midwest,98.0,R,R
0,C,75.0,220.0,7.54,79.0,1.9,South,93.3,R,R
0,C,70.0,195.0,7.16,77.0,2.0,Midwest,98.8,R,R
0,C,70.0,165.0,7.78,74.0,2.1,Northeast,85.6,R,R
0,C,74.0,185.0,7.04,79.0,1.9,Northeast,94.6,R,R
1,C,72.0,185.0,7.066189289093018,73.0,2.0,West,99.8,R,L
0,C,70.0,185.0,7.42,73.0,2.0,South,91.0,R,R
1,C,71.0,150.0,7.13,79.0,2.0,Northeast,89.8,R,R
0,C,69.0,216.3,7.25,71.0,2.2,Northeast,87.4,R,R
0,C,69.0,162.0,7.15,69.0,2.2,Northeast,85.1,R,R
1,C,74.0,205.0,7.04,81.0,2.0,West,93.6,R,R
0,C,72.0,200.0,7.5,67.0,2.2,Midwest,90.5,R,R
1,C,72.0,185.0,7.52,72.0,2.0,South,85.0,R,L
0,C,71.0,192.0,7.446592330932617,75.0,2.1,Northeast,84.0,R,R
0,C,75.0,195.0,7.57,77.0,2.1,South,91.5,R,R
1,C,74.0,180.0,7.0,78.0,2.0,Midwest,93.4,R,R
0,C,71.0,190.0,7.42,75.0,2.0,South,97.7,R,R
0,C,69.0,170.0,7.5,69.0,2.1,South,93.9,R,R
0,C,67.0,168.0,7.02,74.0,2.0,South,82.7,R,R
0,C,71.0,193.0,7.336785793304443,68.0,2.3,Northeast,85.0,R,S
1,C,74.0,206.4,7.13,88.0,1.9,Northeast,102.6,R,R
1,C,73.0,195.0,7.15,75.0,2.2,Midwest,96.0,R,L
0,C,70.0,185.0,8.05,73.0,2.0,Midwest,84.1,R,R
1,C,68.0,195.0,7.49,78.0,1.9,Midwest,97.5,R,R
0,C,76.0,180.0,6.95,77.0,2.0,South,84.6,R,R
0,C,71.0,160.0,7.52,78.0,2.1,Midwest,90.0,R,R
0,C,74.0,200.6,7.19,76.0,2.0,South,97.5,R,R
0,C,74.0,185.0,7.154574394226074,74.0,2.1,Midwest,92.7,R,R
0,C,69.0,160.0,7.19,76.0,2.0,South,83.0,R,R
0,C,72.0,185.0,7.64,77.0,2.0,Midwest,91.3,R,R
1,C,72.0,185.0,7.16,80.0,1.9,South,94.4,R,R
0,C,71.0,185.0,7.44,77.0,2.0,Northeast,96.5,R,R
1,C,72.0,185.0,7.28,81.0,1.9,South,89.8,R,R
0,C,72.0,175.0,7.5,72.0,2.2,West,87.2,R,R
0,C,70.0,225.0,8.25,82.0,2.0,Midwest,95.7,R,L
0,C,74.0,220.0,8.13,74.0,2.1,Midwest,96.8,R,L
0,C,69.0,165.0,7.85,72.0,2.2,Midwest,74.2,R,R
0,C,71.0,160.0,7.18,74.0,2.1,Northeast,86.9,R,R
0,C,68.0,160.0,7.2,70.0,2.0,Northeast,86.7,R,L
0,C,71.0,190.0,7.81,74.0,2.0,Midwest,93.0,R,L
0,C,71.0,180.0,7.75,76.0,2.1,Northeast,89.4,R,R
0,C,67.0,170.0,7.91,70.0,2.2,Northeast,86.9,R,R
1,C,75.0,210.0,7.1,81.0,1.9,South,105.7,R,R
0,C,72.0,175.0,6.78,82.0,2.0,Midwest,98.1,R,R
1,C,68.0,172.0,7.03,80.0,1.9,Midwest,98.8,R,R
0,C,69.0,155.0,7.52,73.0,2.1,South,74.0,R,R
0,C,70.0,185.0,7.34,74.0,2.0,Northeast,90.4,R,R
0,C,70.0,160.0,7.64,73.0,2.0,West,93.8,R,R
0,C,71.0,192.0,7.44,76.0,1.9,South,87.0,R,R
0,C,68.0,155.0,7.84,71.0,2.1,Midwest,86.8,R,R
0,C,69.0,170.0,7.21,71.0,2.2,Northeast,88.3,R,R
1,C,71.0,193.0,7.04,82.0,1.9,Northeast,94.8,R,R
0,C,72.0,190.0,7.18,78.0,2.0,Northeast,93.1,R,R
1,C,75.0,200.0,7.41,78.0,2.0,Northeast,94.0,R,R
1,C,76.0,210.0,7.48,76.0,2.1,West,95.6,R,L
1,C,72.0,180.0,7.33,75.0,2.1,West,90.9,R,L
0,C,72.0,200.0,7.12,77.0,2.1,Midwest,91.0,R,R
1,C,73.0,210.0,7.091191291809082,76.0,2.0,South,97.1,R,L
0,C,71.0,200.0,7.42,73.0,2.1,Northeast,95.7,R,R
1,C,75.0,220.0,7.26,77.0,2.0,South,96.5,R,R
0,C,72.0,195.0,6.91,81.0,2.0,South,93.0,R,R
1,C,76.0,210.0,7.44,79.0,2.0,South,101.7,R,R
1,C,72.0,180.0,7.1,75.0,2.3,Midwest,93.2,R,L
0,C,70.0,180.0,7.43,76.0,2.0,West,92.1,R,R
0,C,68.0,160.0,7.05,71.0,2.2,Midwest,80.0,R,L
0,C,70.0,200.0,6.85,79.0,1.9,South,90.1,R,R
0,C,72.0,205.0,7.33,74.0,2.1,South,91.8,R,R
0,C,70.0,175.0,7.05,73.0,2.0,West,90.0,R,R
0,C,69.0,160.0,7.7,71.0,2.1,Northeast,84.5,R,R
0,C,72.0,200.0,8.05,80.0,1.9,South,96.0,R,S
1,C,75.0,195.0,7.09,81.0,1.9,Northeast,101.0,R,R
0,C,68.0,185.0,7.44,75.0,2.0,South,97.9,R,R
0,C,70.0,160.0,7.45,73.0,2.2,South,86.8,R,R
0,C,70.0,179.0,7.38,81.0,2.0,Midwest,92.0,R,R
0,C,71.0,180.0,7.12,76.0,2.0,South,97.0,R,R
0,C,70.0,175.0,7.49,78.0,2.0,West,89.6,R,R
0,C,71.0,200.0,7.49,73.0,2.1,Northeast,91.0,R,R
1,C,69.0,174.4,7.06,78.0,1.9,South,91.4,R,L
0,C,73.0,205.0,6.95,76.0,1.9,West,93.5,R,R
0,C,69.0,160.0,8.24,75.0,2.1,Midwest,86.2,R,R
0,C,72.0,168.0,7.37,72.0,2.2,West,87.0,R,R
0,C,72.0,229.0,7.79,77.0,2.0,Midwest,94.0,R,R
0,C,72.0,200.6,7.24,79.0,2.1,Midwest,96.1,R,R
0,C,72.0,185.0,7.21,79.0,1.9,South,91.0,R,R
1,C,71.0,180.0,7.15,77.0,2.0,West,97.8,R,R
1,C,74.0,205.0,6.66,80.0,2.0,South,103.6,R,R
0,C,70.0,185.0,7.08,77.0,2.0,West,97.5,R,R
1,C,70.0,180.0,7.09,69.0,2.0,West,96.1,R,R
0,C,68.0,165.0,7.5,72.0,2.1,Midwest,87.8,R,R
0,C,71.0,165.0,7.96,72.0,2.1,South,87.0,R,R
1,C,74.0,180.0,7.19,81.0,2.0,South,91.0,R,L
1,C,75.0,210.0,7.51,81.0,2.0,Midwest,92.8,R,R
1,C,72.0,175.0,7.28,80.0,2.0,Midwest,93.3,R,R
0,C,70.0,184.0,7.37,77.0,2.1,Northeast,92.0,R,R
0,C,72.0,225.0,7.15,76.0,2.2,Midwest,99.2,R,L
1,C,74.0,175.0,7.142994403839111,82.0,1.9,South,88.0,R,R
1,C,72.0,185.0,7.04,78.0,2.0,West,100.4,R,R
1,C,67.0,184.3,7.01,78.0,2.0,Midwest,92.9,R,L
0,C,71.0,200.0,7.61,69.0,2.2,Midwest,87.0,R,R
0,C,73.0,177.0,7.37,78.0,2.0,Midwest,92.1,R,R
0,C,72.0,160.0,7.43,77.0,2.2,Midwest,83.9,R,R
0,C,72.0,191.0,7.16,77.0,2.1,Midwest,99.4,R,R
1,C,71.0,200.0,7.41,79.0,2.0,Northeast,95.7,R,R
0,C,71.0,195.0,7.41,75.0,2.2,Midwest,90.8,R,R
0,C,71.0,165.0,7.3,77.0,2.0,South,81.1,R,R
0,C,70.0,175.0,7.16,76.0,2.1,Northeast,92.0,R,R
0,C,72.0,200.0,7.02,75.0,2.0,Midwest,95.9,R,R
0,C,72.0,215.0,7.14,79.0,2.1,Midwest,94.1,R,R
0,C,71.0,190.0,6.99,81.0,2.0,Northeast,95.0,R,L
0,C,73.0,160.7,7.13,81.0,2.0,South,98.7,R,L
0,C,75.0,220.0,7.45,84.0,1.9,Midwest,100.1,R,R
0,C,70.0,175.0,7.56,73.0,2.1,Midwest,87.8,R,R
0,C,69.0,185.0,7.58,77.0,2.3,Northeast,85.2,R,R
0,C,67.0,175.0,7.29,70.0,2.2,West,88.8,R,R
1,C,69.0,170.0,7.06,75.0,2.1,South,90.0,R,S
0,C,76.0,220.0,7.57,80.0,2.0,Midwest,100.0,R,L
0,C,72.0,170.0,7.35,82.0,2.0,South,94.2,R,R
0,C,72.0,190.0,6.701662063598633,72.0,2.1,South,97.69841003417967,R,R
1,C,72.0,190.0,7.17,75.0,2.1,West,97.4,R,R
0,C,68.0,170.0,6.72,74.0,2.1,South,91.7,R,R
0,C,68.0,150.0,7.49,72.0,2.1,Midwest,88.0,R,R
1,C,69.0,160.0,7.035770893096924,78.0,2.0,West,92.7,R,R
0,C,70.0,160.0,7.39,73.0,2.1,Northeast,88.4,R,R
0,C,68.0,185.0,7.87,68.0,2.2,South,82.0,R,R
0,C,72.0,195.0,8.34,74.0,2.1,Northeast,92.0,R,R
0,C,74.0,195.0,7.38,77.0,2.0,Northeast,93.7,R,R
1,C,71.0,185.0,7.27,69.0,2.3,West,83.9,R,R
0,C,70.0,170.0,7.31,73.0,2.1,Northeast,82.2,R,R
0,C,67.0,165.0,7.63,72.0,2.0,South,92.1,R,R
1,C,72.0,200.0,7.92,71.0,2.2,South,94.3,R,R
0,C,73.0,200.0,7.68,76.0,2.0,Midwest,97.0,R,R
0,C,70.0,198.6,7.66,71.0,2.2,Midwest,98.3,R,R
0,C,68.0,165.0,7.9,70.0,2.2,Northeast,81.6,R,R
0,C,68.0,180.0,7.46,74.0,2.3,Midwest,91.9,R,R
0,C,75.0,217.0,7.36,76.0,2.0,Midwest,99.3,R,R
0,C,75.0,217.0,7.36,76.0,2.0,Midwest,99.3,R,R
1,C,74.0,220.0,7.5,83.0,1.9,Northeast,94.4,R,R
0,C,69.0,168.0,7.97,68.0,2.4,Midwest,82.7,R,R
0,C,73.0,205.0,7.14,80.0,2.0,Midwest,92.9,R,R
0,C,73.0,205.0,7.61,76.0,2.1,Northeast,94.5,R,R
0,C,74.0,212.0,7.21,83.0,2.0,Midwest,98.3,R,R
0,C,73.0,190.0,7.8,78.0,2.1,South,87.3,R,L
1,C,71.0,189.2,7.23,79.0,1.9,Northeast,99.7,R,R
0,C,74.0,170.0,7.01,74.0,2.1,Midwest,85.3,R,R
0,C,71.0,165.0,6.95,80.0,2.0,Midwest,89.8,R,R
0,C,74.0,195.0,7.84,76.0,2.0,Midwest,96.0,R,R
0,C,74.0,190.0,8.27,73.0,2.0,Midwest,89.9,R,R
0,C,73.0,175.0,7.08,73.0,2.0,Midwest,89.5,R,R
1,C,75.0,190.0,7.33,74.0,2.0,South,93.7,R,L
0,C,71.0,185.0,7.83,68.0,2.3,South,86.4,R,R
1,C,70.0,175.0,7.12,80.0,2.0,Northeast,90.9,R,R
0,C,72.0,185.0,7.07,72.0,2.1,South,87.2,R,R
1,C,70.0,188.0,7.11,84.0,2.0,Midwest,97.2,R,R
0,C,71.0,170.0,7.53,71.0,2.1,Northeast,86.4,R,L
0,C,72.0,150.0,7.48,70.0,2.1,Midwest,86.0,R,R
0,C,70.0,180.0,7.41,74.0,1.9,Northeast,95.0,R,R
0,C,73.0,190.0,7.32,76.0,2.0,Midwest,95.6,R,R
0,C,70.0,210.0,7.45,74.0,2.0,Northeast,95.2,R,R
0,C,73.0,185.0,7.5,75.0,2.1,Midwest,86.0,R,R
0,C,66.0,140.0,7.71,69.0,2.4,Midwest,70.0,R,R
0,C,65.0,155.0,8.33,68.0,2.0,West,87.5,R,L
0,C,71.0,197.0,6.86,80.0,1.9,Midwest,100.9,R,R
0,C,68.0,183.2,7.25,70.0,2.2,Northeast,92.3,R,R
0,C,72.0,185.0,7.395009517669678,74.0,2.1,Midwest,91.0,R,R
0,C,69.0,190.0,7.17,80.0,2.0,Northeast,97.1,R,R
0,C,70.0,168.0,7.23,72.0,2.1,West,93.1,R,R
0,C,66.0,135.0,7.28181791305542,77.0,2.1,Northeast,85.3,R,R
0,C,72.0,205.0,7.03,80.0,2.0,West,87.0,R,R
0,C,73.0,205.0,7.08,79.0,2.0,Midwest,107.3,R,R
0,C,71.0,165.0,8.05,72.0,2.1,South,85.3,R,R
0,C,68.0,155.0,7.333390235900879,68.0,2.4,Midwest,84.6,R,R
1,C,73.0,215.0,7.19,84.0,1.9,Midwest,91.9,R,R
0,C,70.0,153.7,7.18,74.0,2.1,Midwest,87.5,R,L
0,C,72.0,205.0,7.58,68.0,2.2,Midwest,81.0,R,L
0,C,72.0,205.0,7.39,75.0,2.2,South,95.3,R,R
1,C,72.0,190.0,6.59,81.0,1.9,South,96.5,R,S
0,C,70.0,190.0,7.59,76.0,2.1,South,92.5,R,R
0,C,72.0,170.0,7.22,75.0,2.1,Midwest,84.0,R,L
0,C,73.0,146.4,7.53,71.0,2.0,West,87.5,R,R
0,C,72.0,175.0,7.1,66.0,2.1,Northeast,83.9,R,R
0,C,72.0,175.0,7.66,70.0,2.3,Midwest,78.0,R,R
0,C,70.0,200.0,7.6,75.0,2.1,Midwest,93.1,R,S
0,C,70.0,175.0,7.69,76.0,2.1,Midwest,92.0,R,L
0,C,73.0,168.0,7.03,78.0,1.9,South,96.7,R,R
0,C,70.0,170.0,7.23,73.0,2.3,Midwest,91.3,R,R
0,C,69.0,185.0,7.35,74.0,2.1,Northeast,90.0,R,R
0,C,68.0,180.0,7.54,79.0,2.1,Midwest,97.0,R,L
0,C,70.0,170.0,7.18,71.0,2.2,Northeast,93.8,R,R
0,C,70.0,160.0,7.24,75.0,2.1,Northeast,84.0,R,R
0,C,69.0,172.0,7.53,70.0,2.2,South,76.0,R,S
0,C,75.0,200.0,7.16,80.0,2.0,South,96.2,R,R
1,C,71.0,170.0,7.6,72.0,2.1,West,92.6,R,L
0,C,71.0,203.0,7.18,82.0,2.1,Midwest,94.9,R,R
0,C,70.0,166.7,6.89,74.0,2.2,Midwest,88.5,R,S
0,C,68.0,218.0,7.31,76.0,2.0,South,104.9,R,R
0,C,70.0,180.0,7.1,76.0,2.0,Northeast,90.7,R,S
0,C,67.0,160.0,7.47,73.0,2.0,South,84.7,R,R
0,C,73.0,185.0,6.9,76.0,2.0,South,94.7,R,R
0,C,76.0,225.0,7.41,79.0,2.0,Northeast,96.9,R,R
1,C,71.0,205.0,7.46,78.0,2.1,South,94.0,R,R
1,C,70.0,180.0,7.33,76.0,2.0,Northeast,90.8,R,R
0,C,74.0,190.0,6.83,77.0,2.0,Northeast,90.0,R,R
