p4_or_not,primary_position,height,weight,sixty_time,of_velo,player_region,exit_velo_max,throwing_hand,hitting_handedness
0,OF,70.0,165.0,6.69,85.0,South,89.4,L,R
0,OF,74.0,180.0,6.66,89.0,West,94.8,R,R
0,OF,69.0,160.0,6.62,84.0,South,86.0,R,R
0,OF,69.0,185.0,6.62,89.0,South,101.3,R,R
0,OF,71.0,165.0,7.601865768432617,,South,84.84622955322266,R,L
0,OF,75.0,205.0,6.94,89.0,Northeast,98.0,R,R
0,OF,73.0,185.0,7.02,79.0,West,85.7,R,R
1,OF,71.0,180.0,7.277622699737549,,South,98.5,L,L
0,OF,72.0,170.0,6.7,80.0,South,88.5,R,R
0,OF,75.0,200.0,7.0,84.0,Midwest,92.0,R,L
1,OF,70.0,191.0,7.11,86.0,West,96.1,L,L
0,OF,72.0,180.0,6.77,92.0,Midwest,100.2,L,L
0,OF,72.0,165.0,6.756243705749512,,West,101.69271850585938,R,R
0,OF,72.0,180.0,6.75,87.0,South,95.8,R,R
0,OF,75.0,200.0,6.82,,South,100.6,R,R
1,OF,71.0,160.0,6.45,85.0,West,95.0,R,L
0,OF,74.0,215.0,6.71,84.0,Midwest,97.0,L,L
1,OF,72.0,175.0,7.08,76.0,South,80.0,L,L
0,OF,71.0,155.0,7.09,72.0,Northeast,76.2,L,L
0,OF,71.0,185.0,7.06,,Northeast,97.8,R,R
1,OF,71.0,175.0,6.61,93.0,West,106.7,R,R
0,OF,72.0,165.0,6.864466190338135,,South,99.35175323486328,R,R
0,OF,72.0,160.0,6.8,90.0,South,93.1,L,R
0,OF,75.0,180.0,7.002554416656494,,South,88.42491912841797,R,R
0,OF,73.0,198.0,6.94,83.0,South,96.5,R,L
0,OF,67.0,165.0,7.1,80.0,South,84.0,R,R
0,OF,71.0,165.0,7.0,87.0,Northeast,86.0,R,R
1,OF,73.0,189.0,6.63,86.0,Midwest,105.0,L,L
1,OF,74.0,190.0,6.58,91.0,West,106.3,R,R
1,OF,73.0,175.0,6.95,81.0,South,93.1,R,L
0,OF,70.0,155.0,7.687158584594727,,South,91.54959869384766,R,R
1,OF,75.0,197.0,6.95,92.0,West,105.2,L,L
0,OF,73.0,190.0,7.219353675842285,,South,89.78250885009766,L,L
0,OF,73.0,195.0,7.09,86.0,Northeast,95.1,R,R
0,OF,74.0,180.0,7.115816116333008,,Midwest,99.5811996459961,R,R
0,OF,72.0,185.0,6.7,79.0,Northeast,98.6,R,R
0,OF,73.0,185.0,6.72,88.0,South,97.8,R,R
0,OF,73.0,191.0,6.55,99.0,South,96.6,R,R
0,OF,72.0,200.0,6.81,88.0,Midwest,98.7,R,R
1,OF,72.0,185.0,6.945712566375732,,West,94.6,R,R
0,OF,71.0,150.0,7.38,85.0,South,83.6,L,L
0,OF,73.0,210.0,6.9,95.0,Midwest,106.1,R,R
0,OF,74.0,190.0,6.86,85.0,West,96.7,R,L
0,OF,72.0,225.0,7.466926574707031,,Northeast,88.5183334350586,R,R
0,OF,71.0,154.0,6.49,77.0,Midwest,84.0,R,R
1,OF,72.0,175.0,7.28,81.0,West,93.1,L,L
0,OF,71.0,170.0,7.18,83.0,South,90.7,L,L
0,OF,74.0,182.0,7.023406028747559,,South,96.8,R,R
0,OF,66.0,165.0,6.64,88.0,Northeast,90.3,R,L
0,OF,70.0,195.0,7.356349468231201,82.0,South,99.4,L,L
1,OF,70.0,165.0,7.801297664642334,,South,85.99125671386719,R,R
0,OF,76.0,200.0,7.11,89.0,Northeast,88.8,R,R
0,OF,73.0,185.0,7.104184627532959,,West,87.79338836669922,R,L
0,OF,75.0,210.0,6.94,87.0,Northeast,103.9,R,R
1,OF,73.0,190.0,7.172357082366943,,Northeast,85.0,R,R
1,OF,68.0,170.0,6.62,93.0,Midwest,100.5,L,L
0,OF,73.0,177.0,7.097224235534668,,South,90.48324584960938,R,R
1,OF,77.0,210.0,6.85,95.0,South,104.3,R,R
0,OF,72.0,160.0,6.69,88.0,Northeast,91.3,R,R
0,OF,70.0,155.0,6.66,87.0,South,89.0,R,R
1,OF,76.0,220.0,7.389779090881348,,South,92.88526916503906,L,L
0,OF,75.0,185.0,7.342937469482422,,West,91.09026336669922,R,R
1,OF,69.0,170.0,6.956925392150879,,South,97.8,L,L
0,OF,71.0,187.0,6.73,94.0,Midwest,102.9,R,R
0,OF,72.0,190.0,6.57,93.0,West,97.9,R,R
0,OF,71.0,173.0,6.62,86.0,Northeast,88.8,L,L
0,OF,75.0,200.0,6.95,83.0,Midwest,97.0,R,R
0,OF,71.0,175.0,7.150235176086426,80.0,Midwest,75.0,L,L
0,OF,73.0,186.0,6.69,88.0,Midwest,91.5,L,L
1,OF,71.0,170.0,7.173911094665527,,West,92.80268096923828,L,L
0,OF,72.0,170.0,6.72,85.0,Midwest,93.1,R,L
0,OF,74.0,170.0,7.470133304595947,,South,95.91064453125,R,R
0,OF,76.0,200.0,6.82,89.0,West,105.1,R,R
0,OF,79.0,240.0,7.52,,South,104.3,R,R
0,OF,74.0,175.0,7.222660541534424,,South,94.4370574951172,L,L
1,OF,75.0,190.0,6.64,95.0,South,100.0,R,R
1,OF,72.0,215.0,6.957192420959473,,South,96.0961685180664,R,R
1,OF,71.0,165.0,6.67,84.0,South,88.0,R,R
1,OF,71.0,165.0,6.73,83.0,South,91.2,L,L
1,OF,72.0,190.0,6.9032816886901855,,South,94.0888671875,R,R
0,OF,71.0,195.0,6.69,85.0,Midwest,100.0,R,R
0,OF,69.0,160.0,7.475846290588379,74.0,Midwest,82.0,L,L
1,OF,72.0,155.0,7.379452705383301,,South,94.9638671875,R,S
0,OF,73.0,200.0,6.77,84.0,South,97.8,L,L
1,OF,70.0,180.0,6.872621059417725,,South,91.69388580322266,L,L
0,OF,74.0,175.0,7.229592323303223,,West,88.80455017089844,R,R
1,OF,70.0,187.4,6.54,95.0,Midwest,102.7,R,R
1,OF,76.0,195.0,7.465610027313232,,West,83.71947479248047,L,L
0,OF,74.0,180.0,6.992476463317871,87.0,South,98.9,R,L
1,OF,77.0,195.0,7.221499919891357,88.0,West,97.8,R,L
0,OF,71.0,185.0,6.9809160232543945,,South,96.28045654296876,R,R
1,OF,74.0,185.0,6.68,85.0,West,100.8,R,R
0,OF,71.0,190.0,7.30365514755249,,South,88.50811767578125,R,L
0,OF,73.0,215.0,6.92,78.0,South,95.7,L,L
0,OF,71.0,160.0,6.78,85.0,West,90.8,R,R
0,OF,72.0,190.0,6.95,86.0,Midwest,98.6,L,L
1,OF,75.0,225.0,7.03,87.0,South,104.9,R,R
0,OF,75.0,215.0,6.84,91.0,South,95.5,R,R
0,OF,74.0,198.0,7.1,77.0,South,91.2,L,R
0,OF,72.0,200.0,7.07,83.0,South,89.1,R,L
0,OF,71.0,145.0,7.476101875305176,,Northeast,87.90831756591797,R,L
1,OF,72.0,193.3,6.63,93.0,South,97.2,R,R
0,OF,70.0,160.0,6.82,84.0,West,86.0,L,L
0,OF,76.0,211.4,7.16,83.0,West,101.8,R,R
0,OF,72.0,200.0,7.02,81.0,South,95.9,L,L
0,OF,73.0,170.0,7.15,80.0,Northeast,84.8,R,L
0,OF,74.0,183.0,6.92,88.0,South,101.9,R,R
1,OF,74.0,213.6,6.87,90.0,Midwest,99.5,L,L
1,OF,69.0,170.0,6.55,81.0,West,91.9,R,R
1,OF,73.0,194.0,6.96,83.0,West,105.8,R,R
0,OF,69.0,157.4,6.89,87.0,Midwest,93.8,L,L
0,OF,73.0,195.0,6.83,84.0,South,99.2,R,L
0,OF,71.0,160.0,6.963498115539551,,South,95.46476745605467,R,R
0,OF,75.0,215.0,7.120662689208984,,South,90.29035186767578,R,R
0,OF,70.0,178.8,6.77,90.0,Midwest,96.6,R,L
0,OF,70.0,165.0,6.6,88.0,Midwest,89.7,L,L
1,OF,74.0,205.0,6.86,88.0,Midwest,96.0,R,R
0,OF,75.0,190.0,6.51,91.0,Northeast,94.3,R,R
1,OF,77.0,225.0,6.6,91.0,West,99.6,L,L
1,OF,69.0,165.0,7.2068772315979,,West,85.310791015625,R,L
0,OF,74.0,165.0,6.74,88.0,South,85.0,R,R
0,OF,73.0,195.0,6.57,82.0,Northeast,97.3,R,R
0,OF,73.0,175.0,6.8,87.0,South,94.2,L,L
1,OF,76.0,190.0,6.5,93.0,West,104.0,R,R
0,OF,76.0,195.0,6.93,94.0,South,97.0,R,L
0,OF,70.0,175.0,6.62,82.0,Midwest,95.0,R,R
0,OF,73.0,175.0,7.596056938171387,,West,88.49958801269531,R,R
1,OF,74.0,210.0,7.246030807495117,,South,93.92137908935548,R,R
0,OF,74.0,170.0,7.55,85.0,South,88.4,R,R
1,OF,72.0,170.0,7.1,87.0,South,92.8,L,L
1,OF,75.0,200.0,6.6,84.0,West,100.3,R,R
0,OF,70.0,185.0,6.82,90.0,Northeast,91.1,R,R
0,OF,77.0,204.8,6.89,86.0,West,95.2,R,R
0,OF,73.0,190.0,7.014373302459717,,Midwest,93.02035522460938,R,R
0,OF,70.0,165.0,6.52,85.0,South,95.3,R,L
0,OF,76.0,207.0,6.68,87.0,South,102.0,R,R
1,OF,76.0,210.0,6.94,91.0,Midwest,104.0,R,L
0,OF,76.0,173.0,7.2,77.0,South,83.0,R,R
0,OF,75.0,205.0,6.7,93.0,Midwest,89.0,R,R
0,OF,75.0,190.0,6.84,,South,98.7,R,R
0,OF,72.0,195.0,6.97,90.0,Northeast,101.2,R,L
1,OF,74.0,180.0,6.44,79.0,Northeast,90.0,L,L
1,OF,72.0,185.0,7.26,90.0,South,91.0,L,L
0,OF,77.0,195.0,7.03,86.0,South,97.2,R,R
0,OF,72.0,170.0,6.68,85.0,South,98.1,R,L
0,OF,72.0,185.0,7.614710807800293,,South,91.66119384765624,R,L
1,OF,74.0,200.0,7.48,93.0,South,101.8,L,L
0,OF,72.0,185.0,6.903629779815674,,South,91.8852081298828,R,L
0,OF,71.0,155.0,8.14,70.0,West,75.6,L,L
1,OF,74.0,200.0,7.48,93.0,South,101.8,L,L
1,OF,72.0,195.0,6.83,79.0,Northeast,90.0,R,R
0,OF,75.0,180.0,7.15,78.0,South,88.1,R,R
0,OF,70.0,185.0,6.73,81.0,Midwest,96.2,L,L
0,OF,71.0,160.0,6.8,89.0,Midwest,86.7,R,R
1,OF,76.0,205.0,7.3810811042785645,,South,89.89808654785156,L,L
1,OF,70.0,165.0,7.475224494934082,,South,82.58723449707031,R,R
1,OF,73.0,180.0,7.358461380004883,,South,89.30923461914062,R,R
1,OF,74.0,185.0,7.5,85.0,West,90.9,R,R
0,OF,71.0,180.0,7.327727317810059,,South,84.7897720336914,L,R
1,OF,72.0,184.0,6.813863277435303,,South,97.15525817871094,R,R
0,OF,72.0,185.0,6.9,90.0,South,92.9,L,L
1,OF,70.0,185.0,7.034122467041016,,South,92.6044921875,R,L
0,OF,72.0,184.0,6.43,85.0,South,94.1,R,R
0,OF,71.0,180.0,6.97648286819458,,South,88.50028991699219,R,R
0,OF,71.0,170.0,6.77,86.0,West,89.3,R,R
0,OF,72.0,180.0,6.61,92.0,South,97.7,L,L
0,OF,66.0,165.0,6.99,79.0,Northeast,95.523193359375,R,R
0,OF,75.0,190.0,7.0,80.0,South,93.7,R,R
1,OF,73.0,175.0,7.0,79.0,South,98.3,R,R
0,OF,70.0,160.0,6.49,91.0,South,89.9,R,R
1,OF,76.0,235.0,7.262420654296875,,South,94.82785034179688,L,L
0,OF,73.0,175.0,6.83,85.0,West,93.8,R,R
0,OF,73.0,178.6,6.91,89.0,Northeast,92.2,R,R
1,OF,72.0,196.7,6.58,90.0,South,101.0,R,L
1,OF,72.0,191.4,6.44,84.0,South,104.6,R,L
1,OF,70.0,157.2,6.56,85.0,Northeast,93.9,R,R
1,OF,75.0,165.0,6.84,87.0,South,92.7,R,R
0,OF,72.0,165.0,6.66,88.0,Northeast,93.2,R,R
1,OF,72.0,165.0,6.54,88.0,Northeast,92.7,R,S
1,OF,77.0,210.0,7.1708455085754395,,West,92.78729248046876,R,R
0,OF,72.0,175.0,7.177134990692139,,West,92.61810302734376,R,R
0,OF,72.0,175.0,6.5,86.0,South,91.0,R,R
0,OF,72.0,190.0,7.24,82.0,Northeast,98.4,R,R
0,OF,72.0,190.0,6.808805465698242,,South,98.99362182617188,L,L
0,OF,77.0,200.0,7.04,,West,99.3,R,R
0,OF,73.0,180.0,6.98,81.0,West,88.0,L,L
0,OF,71.0,185.0,6.54,86.0,Midwest,101.8,L,S
1,OF,78.0,230.0,6.81,88.0,South,105.3,R,L
1,OF,74.0,180.0,7.311577320098877,74.0,West,89.0,R,R
0,OF,76.0,215.0,7.134458541870117,,West,95.28582763671876,R,R
0,OF,70.0,145.0,7.413122177124023,,West,95.9831314086914,R,L
0,OF,72.0,175.0,7.227138042449951,,South,89.5191421508789,L,L
1,OF,72.0,175.0,7.415629386901856,,West,91.34871673583984,R,S
0,OF,73.0,200.0,7.07,87.0,Northeast,91.6,R,R
1,OF,77.0,215.0,7.14,89.0,West,105.1,R,R
0,OF,75.0,185.0,6.49,83.0,South,96.5,R,L
0,OF,73.0,175.0,6.96,90.0,Midwest,100.9,R,L
0,OF,69.0,150.0,6.88,84.0,Midwest,91.9,R,R
0,OF,70.0,175.0,6.83,81.0,Northeast,93.3,L,L
1,OF,71.0,150.0,7.17,75.0,Midwest,85.9,R,R
0,OF,70.0,170.0,7.07792854309082,82.0,South,87.0,L,L
0,OF,72.0,178.1,7.21,91.0,Northeast,98.1,R,R
0,OF,73.0,190.0,6.75,82.0,Midwest,99.8,R,R
0,OF,73.0,170.0,7.420600891113281,,South,89.44247436523438,L,L
1,OF,76.0,188.0,7.0,89.0,West,96.1,R,R
1,OF,70.0,185.0,6.94,87.0,South,95.0,L,L
0,OF,69.0,165.0,6.65,87.0,West,89.4,R,R
1,OF,69.0,160.0,7.025327682495117,,Northeast,90.5500946044922,R,R
1,OF,73.0,190.0,6.88,87.0,South,96.1,L,L
1,OF,75.0,200.0,7.09,83.0,South,97.4,L,L
0,OF,71.0,192.0,6.91,88.0,South,102.5,L,L
0,OF,73.0,175.2,6.76,91.0,West,96.7,L,R
0,OF,77.0,210.0,6.88,81.0,South,90.3,R,L
0,OF,76.0,200.0,7.629853248596191,,South,89.68730926513672,R,R
0,OF,72.0,175.0,6.87,82.0,South,95.9,R,L
0,OF,73.0,180.0,6.75,87.0,South,94.9,L,R
0,OF,74.0,210.0,7.18,82.0,South,90.0,R,L
1,OF,76.0,225.0,7.51,85.0,West,96.8,R,R
0,OF,72.0,180.0,6.97,83.0,Midwest,93.6,R,L
1,OF,71.0,170.0,6.66,81.0,Northeast,102.6,R,R
1,OF,72.0,175.0,6.47,87.0,Midwest,95.3,R,R
0,OF,70.0,180.0,6.82,94.0,Midwest,94.2,L,L
0,OF,75.0,195.0,6.979928493499756,,South,93.8,R,R
0,OF,73.0,210.0,6.78,93.0,Midwest,104.0,R,R
1,OF,72.0,181.7,6.99,88.0,Midwest,98.8,L,L
0,OF,75.0,210.0,6.69,90.0,Northeast,100.5,L,L
0,OF,73.0,170.0,7.1,81.0,South,86.7,R,L
1,OF,73.0,180.0,6.86,85.0,Northeast,95.5,R,R
1,OF,70.0,165.0,7.6,84.0,South,86.8,R,L
0,OF,70.0,190.0,6.96,89.0,Midwest,97.0,R,R
0,OF,72.0,190.0,6.55,91.0,Midwest,99.1,R,R
0,OF,77.0,205.0,7.374687194824219,80.0,Midwest,96.1,R,L
0,OF,73.0,183.0,6.942821979522705,84.0,South,94.7,R,L
