p4_or_not,primary_position,height,weight,sixty_time,of_velo,player_region,exit_velo_max,throwing_hand,hitting_handedness
0,OF,71.0,175.0,6.79,84.0,South,91.4,R,L
1,OF,71.0,185.0,6.71,101.0,South,97.2,R,R
0,OF,73.0,180.0,7.311675548553467,,South,90.91728973388672,R,R
1,OF,73.0,210.0,6.788024425506592,,West,96.79876708984376,R,R
0,OF,74.0,170.0,7.456100940704346,,Midwest,83.925048828125,L,L
1,OF,71.0,205.0,7.015039920806885,,South,92.3,R,R
1,OF,72.0,155.0,6.65,76.0,Northeast,95.4,L,L
0,OF,73.0,178.0,6.77,85.0,South,97.5,L,L
0,OF,75.0,192.0,6.58,92.0,South,98.8,R,R
0,OF,72.0,185.0,7.243597030639648,,West,90.44300079345705,R,R
0,OF,76.0,200.0,6.95,75.0,Midwest,93.7,R,L
1,OF,73.0,198.0,6.59,91.0,Midwest,100.5,L,L
0,OF,76.0,193.8,6.78,92.0,West,95.2,R,R
0,OF,71.0,175.0,6.93,85.0,Midwest,95.0,L,L
0,OF,69.0,156.5,6.72,86.0,Northeast,91.9,R,R
1,OF,72.0,185.0,7.0327253341674805,,South,89.6513900756836,L,L
1,OF,73.0,180.0,7.28,81.0,West,89.2,L,L
0,OF,69.0,155.0,6.72,80.0,Northeast,92.2,R,R
0,OF,75.0,215.0,7.01,88.0,West,93.9,R,R
0,OF,73.0,165.0,7.0396833419799805,,West,98.8517074584961,R,R
0,OF,70.0,175.0,7.1093034744262695,,South,89.12911987304688,R,R
0,OF,74.0,187.0,7.156217575073242,,West,90.15098571777344,L,L
0,OF,73.0,170.0,6.8,83.0,South,93.8,R,R
0,OF,75.0,200.0,6.99,90.0,Midwest,94.1,R,R
1,OF,74.0,190.0,6.85,81.0,South,104.4,R,R
0,OF,76.0,180.0,6.62,83.0,South,95.9,R,R
0,OF,74.0,215.0,7.09,88.0,South,100.5,R,R
0,OF,73.0,180.0,7.76,74.0,South,78.0,R,R
0,OF,74.0,210.0,7.01,90.0,South,97.2,R,R
0,OF,70.0,175.0,6.9,83.0,South,92.1,R,R
0,OF,76.0,190.0,7.587993621826172,,West,82.85307312011719,R,R
0,OF,67.0,165.0,7.5078325271606445,,South,83.9486312866211,R,R
1,OF,70.0,185.0,7.1,85.0,South,95.2,R,R
0,OF,73.0,165.0,6.83,88.0,Midwest,98.4,R,L
1,OF,73.0,200.0,6.75,90.0,South,98.1,R,R
1,OF,70.0,180.0,6.95,80.0,South,94.6,R,R
0,OF,75.0,185.0,6.83,91.0,West,95.4,R,R
0,OF,75.0,200.0,6.79,88.0,Midwest,98.2,L,L
0,OF,76.0,205.0,7.14,,Northeast,93.1,R,R
0,OF,74.0,185.0,7.0,86.0,Midwest,97.0,L,L
1,OF,73.0,195.0,7.1,88.0,South,97.6,R,R
0,OF,72.0,175.0,7.0,87.0,South,95.2,L,R
1,OF,74.0,195.0,6.83,85.0,South,105.8,L,L
0,OF,75.0,210.0,6.45,89.0,Midwest,101.1,R,R
1,OF,73.0,215.0,7.62989616394043,,South,91.64984893798828,R,L
1,OF,73.0,185.0,6.67,93.0,South,95.9,R,R
0,OF,67.0,180.6,6.93,89.0,South,97.3,R,R
1,OF,75.0,185.0,6.5,89.0,South,98.7,L,L
1,OF,75.0,185.0,6.5,89.0,South,98.7,L,L
1,OF,74.0,180.0,6.95,84.0,West,90.0,R,R
1,OF,74.0,187.0,6.59,92.0,South,103.3,R,R
1,OF,73.0,175.0,6.47,91.0,South,100.2,L,L
1,OF,74.0,202.0,6.88,82.0,South,91.0,R,R
1,OF,76.0,225.0,6.82,,Midwest,97.5,R,R
0,OF,72.0,185.0,7.21,86.0,South,87.0,R,R
0,OF,73.0,190.0,6.78,93.0,South,96.5,R,R
0,OF,76.0,197.0,6.73,86.0,West,94.0,R,R
0,OF,69.0,160.0,6.75,87.0,South,94.5,L,R
1,OF,70.0,235.0,6.73,77.0,South,110.0,R,R
0,OF,70.0,190.0,7.08,83.0,South,95.7,R,L
1,OF,74.0,219.1,7.019583225250244,94.0,West,102.4,L,S
1,OF,74.0,218.0,6.69,94.0,West,104.1,R,L
1,OF,71.0,174.0,6.96,87.0,Midwest,93.4,R,L
1,OF,69.0,170.0,6.49,93.0,South,96.9,R,R
0,OF,74.0,165.0,6.86,89.0,South,96.0,R,R
1,OF,75.0,205.0,7.308773040771484,,South,87.95258331298828,L,L
1,OF,75.0,190.0,7.380389213562012,,South,96.17901611328124,L,L
1,OF,71.0,180.0,6.79,82.0,Midwest,90.8,L,L
1,OF,73.0,185.0,7.04,82.0,West,96.0,L,L
0,OF,75.0,185.0,7.29,88.0,Northeast,99.9,L,L
1,OF,77.0,215.0,7.03,71.0,West,90.7,L,L
1,OF,75.0,200.0,6.55,92.0,Midwest,96.0,R,R
0,OF,71.0,185.0,7.14,85.0,West,97.6,R,R
0,OF,72.0,160.0,6.93,90.0,Midwest,91.9,R,L
0,OF,71.0,185.0,7.45,80.0,Northeast,92.0,R,L
0,OF,72.0,180.0,7.240433692932129,,West,93.43798828125,R,R
0,OF,71.0,172.0,7.37,82.0,West,96.8,R,R
0,OF,73.0,145.0,7.528353214263916,,South,86.2716064453125,L,R
0,OF,69.0,165.0,6.8,87.0,Midwest,89.0,L,R
0,OF,73.0,200.0,6.95,82.0,Northeast,95.0,R,R
1,OF,75.0,185.0,6.986845016479492,,South,88.82109832763672,R,R
1,OF,73.0,175.0,7.544087409973144,,West,88.19992065429688,R,R
0,OF,73.0,185.0,7.24,74.0,Midwest,89.4,R,L
0,OF,71.0,182.0,7.08,94.0,Midwest,99.2,R,R
0,OF,68.0,165.0,6.915828704833984,,South,90.6,R,R
1,OF,73.0,165.0,7.253186702728272,84.0,South,89.3,L,L
0,OF,70.0,165.0,6.38,88.0,South,91.0,R,R
0,OF,77.0,200.0,7.15,86.0,South,88.0,R,R
0,OF,72.0,165.0,6.77,86.0,Midwest,92.0,R,R
1,OF,72.0,207.7,6.57,94.0,Midwest,105.6,R,R
0,OF,74.0,181.9,7.09,86.0,South,92.0,R,R
1,OF,74.0,210.0,6.84,86.0,South,105.9,R,L
0,OF,76.0,210.0,7.622862339019775,,South,87.14175415039062,R,R
0,OF,72.0,177.0,6.74,92.0,South,92.7,R,S
0,OF,73.0,180.0,6.89,84.0,South,92.8,R,R
1,OF,72.0,180.0,6.62,77.0,South,92.3,R,R
0,OF,71.0,185.0,6.61,86.0,South,93.9,R,R
0,OF,76.0,215.0,6.77,97.0,Midwest,104.4,R,R
0,OF,71.0,187.0,7.249216556549072,80.0,West,83.0,L,L
0,OF,72.0,165.6,6.79,96.0,South,97.9,R,R
0,OF,70.0,200.0,6.92,80.0,South,101.5,R,L
1,OF,74.0,225.0,6.90211296081543,,South,91.81866455078124,R,L
1,OF,75.0,223.8,6.85,83.0,South,100.3,R,R
0,OF,73.0,200.0,7.433241367340088,,South,87.25911712646484,R,L
0,OF,70.0,170.0,7.19,80.0,Northeast,86.9,R,L
0,OF,72.0,185.0,7.33,81.0,West,85.7,L,L
0,OF,71.0,179.9,7.19,89.0,South,94.9,R,R
1,OF,70.0,180.0,7.353907585144043,,West,88.88874053955078,R,R
0,OF,71.0,175.0,6.6,92.0,South,97.0,R,R
0,OF,70.0,160.0,7.26,84.0,Northeast,88.2,L,L
1,OF,72.0,170.0,7.19,90.0,Midwest,96.0,L,L
1,OF,71.0,170.0,6.58,83.0,South,94.0,R,L
0,OF,71.0,165.0,7.57,90.0,Northeast,91.7,R,R
0,OF,75.0,170.0,7.139066219329834,,South,89.430419921875,R,R
0,OF,73.0,195.0,7.53,87.0,West,98.3,R,L
0,OF,74.0,175.0,6.81,91.0,South,94.9,R,R
0,OF,72.0,190.0,6.38,87.0,West,96.9,R,R
0,OF,72.0,175.0,7.36482048034668,,South,88.0,L,L
0,OF,75.0,220.0,6.8,75.0,West,87.0,R,R
1,OF,75.0,200.0,7.038852691650391,,West,93.6985855102539,R,R
0,OF,75.0,200.0,6.83,86.0,Northeast,102.1,R,R
1,OF,71.0,185.0,7.01,88.0,South,97.3,L,L
0,OF,69.0,160.0,6.5,,South,88.0,R,L
1,OF,75.0,195.0,6.996359825134277,,South,99.1,R,R
0,OF,74.0,205.0,7.068123817443848,,South,94.82292175292967,R,R
1,OF,72.0,185.0,6.56,94.0,South,104.5,L,L
0,OF,72.0,181.0,6.98,84.0,Midwest,94.4,L,R
1,OF,75.0,225.0,7.3,,Midwest,86.0,R,L
0,OF,69.0,160.0,7.299177646636963,,South,81.62409973144531,R,R
1,OF,75.0,200.0,6.8,87.0,West,105.3,R,R
1,OF,70.0,175.0,6.68,87.0,West,93.0,R,R
0,OF,72.0,171.0,6.37,88.0,Midwest,97.8,L,L
1,OF,75.0,210.0,7.35413932800293,,South,94.71437072753906,R,R
0,OF,72.0,185.0,6.69,86.0,Midwest,97.7,L,R
0,OF,69.0,185.0,6.8668928146362305,,West,91.1908721923828,R,R
1,OF,73.0,160.0,7.176512718200684,,South,96.15927124023438,R,S
0,OF,68.0,170.0,6.8,83.0,South,90.1,R,R
0,OF,73.0,160.0,7.08,79.0,South,86.0,R,S
1,OF,71.0,180.0,7.199872970581055,,South,87.88776397705078,L,L
0,OF,72.0,150.0,7.410816192626953,,South,88.62606811523438,R,R
0,OF,73.0,198.0,6.8,84.0,Northeast,94.5,R,R
0,OF,77.0,200.0,7.12,83.0,Northeast,81.0,R,R
0,OF,74.0,193.0,7.08,77.0,South,89.9,L,L
0,OF,74.0,185.0,6.8,90.0,South,96.1,R,R
0,OF,74.0,180.0,6.9612836837768555,,South,93.84269714355467,R,R
0,OF,74.0,180.0,7.26,84.0,South,90.5,R,R
0,OF,70.0,160.0,7.29,78.0,Northeast,83.1,R,R
0,OF,78.0,225.0,7.09,80.0,South,101.3,R,L
0,OF,71.0,170.0,6.94,93.0,South,87.5,R,R
0,OF,72.0,190.0,7.249381065368652,,South,95.79127502441406,R,R
0,OF,74.0,170.0,7.007843971252441,,West,96.53352355957033,R,L
0,OF,75.0,175.0,7.036999702453613,,South,90.50546264648438,R,L
0,OF,74.0,205.0,6.72,92.0,Midwest,101.0,R,R
1,OF,73.0,197.0,6.68,89.0,Midwest,104.6,L,R
0,OF,72.0,187.6,6.77,88.0,West,96.1,R,R
1,OF,67.0,147.0,6.7,83.0,Northeast,88.8,R,R
0,OF,74.0,205.0,7.005807876586914,,South,93.53329467773438,R,S
1,OF,75.0,180.0,6.35,90.0,South,95.8,R,R
0,OF,77.0,230.0,7.12,79.0,Midwest,98.4,L,L
0,OF,71.0,160.0,6.79,86.0,Midwest,86.0,L,L
1,OF,71.0,170.0,7.287332057952881,,West,92.81533813476562,L,L
1,OF,71.0,180.0,6.82,84.0,Northeast,101.2,R,R
1,OF,70.0,190.0,7.039195537567139,,Northeast,92.81884002685548,L,L
1,OF,73.0,180.0,6.925674915313721,,South,93.74534606933594,R,R
0,OF,77.0,190.0,6.68,91.0,South,94.0,R,R
0,OF,68.0,175.0,6.98,87.0,Northeast,98.0,L,L
0,OF,74.0,190.0,6.8,86.0,Northeast,90.7,L,L
0,OF,74.0,224.7,7.31,86.0,South,108.8,R,R
0,OF,72.0,170.0,6.95,82.0,Midwest,96.2,R,R
0,OF,71.0,190.0,7.1,88.0,Northeast,98.2,R,R
0,OF,72.0,200.0,6.760677814483643,,South,100.4777603149414,R,R
0,OF,71.0,160.0,6.75,84.0,South,90.8,R,R
0,OF,72.0,197.0,6.76,80.0,South,96.0,R,R
1,OF,76.0,190.0,6.69,91.0,South,99.0,R,R
1,OF,73.0,175.0,6.9,88.0,South,94.0,L,L
1,OF,74.0,190.0,6.87,,Northeast,95.0,R,R
0,OF,76.0,175.0,7.39,84.0,Midwest,91.0,R,R
0,OF,73.0,195.0,7.0,87.0,South,93.2,R,R
0,OF,72.0,180.0,6.81,90.0,West,100.4,R,R
1,OF,71.0,180.0,7.27,85.0,West,93.2,L,L
0,OF,73.0,190.0,6.75,85.0,South,96.7,R,R
1,OF,68.0,168.0,6.74,83.0,South,88.1,L,L
0,OF,73.0,177.0,6.78,84.0,South,100.5,R,R
1,OF,74.0,228.0,7.15,93.0,South,101.4,R,R
0,OF,68.0,160.0,6.88,86.0,Midwest,84.5,L,L
0,OF,71.0,165.0,6.969467639923096,,South,91.94302368164062,R,R
1,OF,72.0,185.0,6.51,91.0,South,103.8,L,L
0,OF,69.0,165.0,7.19,87.0,South,95.5,L,L
0,OF,77.0,185.0,6.96,86.0,Northeast,95.4,R,R
1,OF,71.0,175.0,7.020700931549072,85.0,South,97.9,R,L
0,OF,69.0,165.0,6.99,82.0,West,92.1,R,L
0,OF,73.0,205.0,6.98,81.0,Midwest,98.1,L,L
1,OF,74.0,165.0,7.069495677947998,,West,90.95103454589844,R,R
0,OF,68.0,145.0,7.43,82.0,South,88.8,L,L
0,OF,72.0,175.0,7.2,85.0,Northeast,93.4,R,R
1,OF,75.0,200.0,6.93,92.0,West,101.1,R,L
0,OF,74.0,195.0,7.12,86.0,South,91.5,R,R
0,OF,75.0,217.0,6.946077346801758,,South,95.0934066772461,L,S
0,OF,77.0,183.0,7.266482353210449,,West,89.81739807128906,R,R
1,OF,72.0,175.0,6.8,89.0,South,96.0,R,L
0,OF,75.0,162.0,7.666370391845703,,West,92.77497100830078,R,R
1,OF,72.0,180.0,6.68,85.0,West,100.5,R,L
1,OF,79.0,215.0,7.144791603088379,,Midwest,90.14207458496094,R,R
1,OF,72.0,165.0,6.97,85.0,South,88.0,L,L
0,OF,73.0,182.0,6.900380611419678,,South,94.6,R,L
1,OF,72.0,192.0,6.45,92.0,Midwest,101.1,R,R
0,OF,73.0,185.0,7.16,86.0,West,98.4,L,L
1,OF,75.0,188.1,6.71,85.0,South,96.0,R,R
0,OF,70.0,165.0,6.59,80.0,Northeast,93.9,L,L
1,OF,71.0,190.0,6.6,81.0,South,91.0,R,L
1,OF,74.0,195.0,6.868515968322754,,South,92.36241912841795,R,R
0,OF,74.0,209.0,7.1,80.0,South,90.2,R,R
1,OF,67.0,120.0,7.162941932678223,,South,91.11418151855467,L,R
0,OF,72.0,200.0,6.7,87.0,South,97.6,R,R
1,OF,75.0,215.0,7.15,93.0,South,96.9,R,L
0,OF,77.0,200.0,7.002096652984619,,South,89.69409942626953,R,L
0,OF,72.0,203.0,6.63,91.0,Northeast,101.1,R,R
1,OF,76.0,200.0,6.87,91.0,Midwest,97.4,R,L
0,OF,70.0,180.0,6.88,,South,98.8,L,R
0,OF,70.0,180.0,6.83,88.0,Midwest,94.2,R,R
1,OF,72.0,200.0,7.191980361938477,87.0,West,95.2,R,R
1,OF,69.0,170.0,6.7,85.0,Midwest,98.0,L,L
0,OF,70.0,180.0,6.99,90.0,Midwest,93.6,R,R
0,OF,73.0,190.0,7.19,83.0,South,93.2,L,L
0,OF,70.0,180.0,7.32,87.0,South,96.4,R,R
0,OF,72.0,190.0,6.83,83.0,West,93.1,L,L
0,OF,73.0,170.0,6.58,80.0,South,90.2,L,L
0,OF,72.0,170.2,7.15,89.0,South,93.9,R,L
0,OF,74.0,180.0,7.219195365905762,,South,85.92743682861328,R,R
1,OF,73.0,210.0,7.33,76.0,South,91.8,L,L
0,OF,69.0,178.0,7.13,78.0,South,86.3,L,R
1,OF,74.0,198.0,7.44,81.0,South,89.0,L,L
0,OF,74.0,215.0,6.95,82.0,Midwest,96.3,R,R
1,OF,73.0,205.0,6.83,85.0,South,98.6,L,R
0,OF,77.0,206.0,7.494204998016357,,South,92.38208770751952,R,R
1,OF,74.0,185.0,7.52,83.0,West,87.0,R,L
1,OF,67.0,154.1,6.55,87.0,South,94.2,L,R
1,OF,69.0,160.0,6.79454231262207,,South,101.087158203125,L,L
0,OF,72.0,170.0,6.75,83.0,South,92.3,L,R
1,OF,74.0,195.0,7.07,81.0,Northeast,92.3,R,L
1,OF,73.0,200.0,6.74,83.0,South,101.8,R,R
0,OF,71.0,175.0,7.315608024597168,,West,95.08248901367188,R,L
0,OF,71.0,195.0,6.97,84.0,Northeast,93.7,R,R
0,OF,73.0,165.0,6.89,86.0,South,89.0,R,L
1,OF,76.0,185.0,7.383655548095703,,South,97.2725830078125,R,R
0,OF,72.0,185.0,7.19,84.0,South,87.7,L,L
0,OF,74.0,205.0,6.89678955078125,,South,93.16293334960938,R,R
0,OF,72.0,180.0,7.01285457611084,,South,97.3,L,L
0,OF,72.0,178.0,6.61,92.0,Midwest,99.4,R,R
0,OF,75.0,190.0,7.03,92.0,Midwest,97.5,R,R
0,OF,70.0,160.0,7.081194877624512,,South,90.204345703125,L,L
0,OF,77.0,183.0,6.71,81.0,Midwest,89.0,R,R
0,OF,75.0,170.0,6.57,90.0,South,96.4,R,R
1,OF,73.0,190.0,6.94,91.0,South,97.0,R,R
1,OF,77.0,245.0,7.310121536254883,,West,91.66246032714844,R,R
0,OF,74.0,175.0,6.859504222869873,,South,92.3769073486328,L,R
1,OF,70.0,170.0,6.53,84.0,South,93.0,L,L
1,OF,71.0,190.0,6.787652015686035,,South,93.26673126220705,R,R
1,OF,72.0,205.0,7.484340667724609,,South,90.46041107177734,R,R
1,OF,73.0,185.0,7.3877997398376465,,South,91.4651107788086,R,R
1,OF,73.0,190.0,6.92,90.0,South,97.0,R,R
0,OF,75.0,205.0,7.52,86.0,South,94.0,R,R
0,OF,73.0,170.0,6.76,86.0,Northeast,91.7,R,R
0,OF,74.0,220.0,6.96,,South,106.3,R,R
0,OF,73.0,175.0,6.49,78.0,South,96.8,R,L
0,OF,71.0,160.0,6.6,79.0,Northeast,91.7,R,R
1,OF,69.0,170.0,6.57,87.0,South,93.7,R,L
0,OF,72.0,170.0,6.78,88.0,South,96.2,R,R
0,OF,76.0,185.0,6.45,87.0,Northeast,94.8,R,R
1,OF,75.0,190.0,6.35,97.0,Midwest,101.0,R,R
0,OF,72.0,180.0,6.6,94.0,South,91.1,R,L
1,OF,73.0,196.0,7.068264484405518,87.0,South,97.1,R,R
0,OF,71.0,185.0,7.27,82.0,Northeast,96.5,L,L
1,OF,77.0,215.0,7.296937465667725,,South,93.51215362548828,R,R
0,OF,74.0,190.0,7.39,81.0,West,96.2,R,R
1,OF,75.0,200.0,6.58,91.0,Northeast,92.0,R,R
1,OF,72.0,204.0,6.33,85.0,South,98.4,L,L
1,OF,75.0,190.0,7.076939582824707,,West,91.02886199951172,L,L
1,OF,73.0,195.0,7.147496700286865,,South,99.0,L,L
0,OF,68.0,165.0,6.83,76.0,South,90.6,L,L
0,OF,70.0,175.0,6.84,91.0,South,95.9,R,R
0,OF,75.0,180.0,6.879569053649902,,Northeast,97.3461685180664,R,R
0,OF,74.0,205.0,6.72,91.0,South,100.0,R,R
0,OF,72.0,175.0,7.196335315704346,,West,94.1742172241211,R,R
0,OF,73.0,180.0,7.01,90.0,South,95.3,R,R
0,OF,69.0,190.0,7.160346508026123,,South,94.42979431152344,L,L
0,OF,71.0,180.0,7.210721969604492,,West,90.33858489990234,R,R
0,OF,71.0,185.0,7.04,80.0,Northeast,89.1,R,R
0,OF,76.0,205.0,6.74,89.0,Northeast,102.6,R,R
1,OF,75.0,185.0,7.14,91.0,West,91.6,R,L
1,OF,73.0,195.0,6.83,86.0,West,104.7,R,R
1,OF,73.0,180.0,7.521402835845947,,South,87.08161926269531,R,R
0,OF,73.0,195.0,7.18,90.0,Midwest,99.3,R,R
0,OF,72.0,205.0,6.95,88.0,Midwest,95.7,R,R
0,OF,75.0,210.0,7.15,92.0,West,102.0,R,R
0,OF,69.0,175.0,6.62,79.0,Northeast,86.9,L,R
0,OF,70.0,170.0,7.07,93.0,Midwest,92.7,R,L
0,OF,75.0,190.0,7.2,82.0,Northeast,95.2,R,R
0,OF,75.0,195.0,6.97,86.0,South,98.9,R,R
0,OF,76.0,205.0,6.52,90.0,Midwest,98.7,R,R
1,OF,74.0,193.0,6.91,89.0,South,93.8,L,L
0,OF,73.0,180.0,7.06,86.0,West,94.4,L,L
0,OF,69.0,160.0,7.02,92.0,West,95.24639892578124,L,L
0,OF,73.0,186.0,6.86,76.0,Northeast,88.0,R,L
0,OF,69.0,170.0,6.69,84.0,West,95.4,R,R
1,OF,73.0,170.0,7.059196949005127,87.0,South,90.0,R,R
0,OF,70.0,187.0,6.65,88.0,Midwest,102.1,R,L
1,OF,74.0,168.4,6.93,87.0,South,97.0,R,L
0,OF,75.0,190.0,6.38,84.0,Northeast,89.2,R,R
0,OF,69.0,160.0,6.39,89.0,Northeast,94.1,R,R
1,OF,71.0,189.0,6.54,,West,100.0,R,L
1,OF,68.0,165.0,6.9,84.0,Northeast,90.2,R,R
1,OF,67.0,156.0,6.92,83.0,South,86.0,L,L
1,OF,71.0,176.0,7.38,76.0,South,103.6,L,L
0,OF,70.0,190.0,6.91,89.0,Midwest,94.1,R,R
0,OF,69.0,150.0,6.956388473510742,,South,89.980224609375,L,R
1,OF,75.0,185.0,6.92,92.0,West,95.4,L,L
0,OF,73.0,165.0,6.87,86.0,South,100.1,R,L
0,OF,72.0,180.0,6.73,95.0,Midwest,96.5,R,R
0,OF,73.0,170.0,6.98260498046875,,West,91.9867706298828,L,L
0,OF,71.0,160.0,7.33,85.0,West,82.3,R,R
0,OF,73.0,190.0,6.7,89.0,Northeast,97.6,R,R
0,OF,75.0,190.0,6.64,82.0,Midwest,98.0,L,L
0,OF,77.0,210.0,6.9,95.0,Midwest,102.0,R,R
0,OF,71.0,175.0,7.083800315856934,,South,91.66413116455078,R,R
0,OF,74.0,194.0,7.02,81.0,Midwest,87.6,R,R
1,OF,71.0,185.0,6.59,91.0,Midwest,99.8,L,L
1,OF,74.0,205.0,7.268065929412842,,Midwest,94.1942138671875,R,R
1,OF,72.0,175.0,6.89,85.0,South,82.7,L,L
0,OF,70.0,200.0,7.12,91.0,South,101.1,R,R
0,OF,69.0,170.0,7.3,83.0,West,87.0,R,R
0,OF,72.0,193.0,7.18,86.0,South,103.2,L,L
0,OF,70.0,170.0,6.99,89.0,South,95.5,R,R
0,OF,73.0,195.0,6.89,91.0,Northeast,98.0,R,R
1,OF,76.0,225.0,7.13,85.0,Midwest,97.3,R,L
1,OF,73.0,185.0,6.81,89.0,Midwest,87.3,L,L
1,OF,73.0,185.0,6.51,92.0,Northeast,100.0,R,R
1,OF,73.0,185.0,6.51,92.0,Northeast,100.0,R,R
0,OF,72.0,185.0,7.243387699127197,87.0,South,87.6,R,R
0,OF,69.0,165.0,6.9,85.0,Northeast,84.0,R,R
0,OF,71.0,170.6,6.85,97.0,South,98.7,R,L
0,OF,70.0,180.0,6.75,81.0,Northeast,91.2554168701172,L,L
1,OF,75.0,190.0,7.22444486618042,,West,90.85102081298828,R,R
1,OF,73.0,180.0,7.26,80.0,South,97.4,R,R
0,OF,75.0,190.0,7.19,85.0,West,94.7,R,R
0,OF,70.0,170.0,6.82,77.0,Northeast,90.6,R,R
0,OF,73.0,198.0,6.77,83.0,Northeast,93.0,R,R
1,OF,74.0,180.0,7.260603427886963,84.0,Northeast,95.21034240722656,L,R
1,OF,74.0,187.0,7.388416290283203,,West,91.5942840576172,R,R
0,OF,70.0,170.0,7.238308906555176,,South,95.09558868408205,R,R
0,OF,72.0,190.0,6.82,92.0,Northeast,104.7,R,R
0,OF,74.0,170.0,6.84,97.0,Midwest,94.7,R,R
0,OF,68.0,170.0,6.87,80.0,West,96.4,R,R
0,OF,69.0,175.0,6.79,87.0,Midwest,93.1,R,L
0,OF,76.0,220.0,6.98,80.0,West,96.5,R,R
1,OF,71.0,155.0,7.25,82.0,Midwest,89.0,L,R
0,OF,74.0,190.0,6.86,85.0,Northeast,94.4,R,R
0,OF,73.0,195.0,6.92,88.0,Northeast,98.5,R,R
0,OF,72.0,185.0,6.91245174407959,,Northeast,91.41095733642578,R,R
1,OF,74.0,205.0,6.998605251312256,,Northeast,96.60163116455078,R,R
1,OF,73.0,175.0,7.29,78.0,Midwest,85.9,R,R
1,OF,73.0,215.0,7.2,86.0,Midwest,91.0,L,L
1,OF,74.0,205.0,6.78,94.0,Northeast,100.0,L,L
0,OF,73.0,200.0,7.22,86.0,Northeast,94.9,R,R
1,OF,72.0,188.0,6.43,96.0,Northeast,101.7,R,R
0,OF,73.0,175.0,6.76,85.0,Northeast,97.0,R,R
0,OF,70.0,172.0,6.99,77.0,South,87.8,L,L
0,OF,71.0,190.0,7.099240303039551,76.0,Northeast,89.2,R,R
0,OF,70.0,160.0,6.62,83.0,Northeast,88.1,R,R
0,OF,73.0,220.0,6.85,91.0,Midwest,99.5,L,L
1,OF,71.0,175.0,7.07,83.0,South,94.9,L,L
0,OF,73.0,166.5,7.3,89.0,West,93.5,L,L
1,OF,72.0,185.0,7.383896350860596,,South,85.00202941894531,L,L
0,OF,71.0,170.0,6.83,86.0,Midwest,92.5,L,L
0,OF,71.0,175.0,7.32,80.0,Northeast,90.1,R,L
0,OF,75.0,180.0,7.26165246963501,,South,95.0163803100586,R,R
0,OF,72.0,165.0,6.97,79.0,South,84.0,L,R
0,OF,73.0,170.0,7.21,90.0,South,93.1,R,R
0,OF,76.0,185.0,6.52,81.0,Northeast,94.2,R,R
1,OF,77.0,225.0,6.779207706451416,,South,93.76336669921876,L,L
1,OF,68.0,165.0,7.330829620361328,,South,92.20016479492188,L,S
0,OF,71.0,180.0,6.72,83.0,Northeast,94.5,R,R
0,OF,72.0,178.0,7.68,85.0,Midwest,86.5,R,R
0,OF,69.0,155.0,6.63,80.0,Northeast,93.6,R,R
0,OF,74.0,180.0,7.366506099700928,,South,84.45677947998047,R,R
0,OF,72.0,150.0,6.54,,Northeast,81.6,R,R
0,OF,69.0,173.0,7.18,84.0,South,91.5,R,R
1,OF,73.0,195.0,6.4,90.0,South,97.6,R,R
0,OF,69.0,165.0,6.75,85.0,West,95.6,R,S
0,OF,75.0,180.0,7.253303050994873,,West,92.52838134765624,R,R
0,OF,72.0,165.0,6.75,80.0,South,89.5,L,L
0,OF,64.0,120.0,8.0,66.0,South,64.0,R,R
0,OF,70.0,180.0,6.95,86.0,West,94.3,R,R
1,OF,71.0,187.4,6.71,85.0,West,97.1,R,L
0,OF,74.0,170.0,7.131350517272949,,South,90.90443420410156,R,R
0,OF,75.0,185.0,6.77,90.0,Midwest,95.0,L,L
1,OF,69.0,175.0,6.49,89.0,Northeast,98.2,L,L
1,OF,73.0,195.0,7.45,75.0,Midwest,79.0,L,L
1,OF,74.0,190.0,7.2,86.0,South,89.1,R,R
0,OF,74.0,192.0,7.04,90.0,South,94.0,R,R
0,OF,72.0,160.0,6.91,85.0,West,88.0,R,R
1,OF,71.0,176.0,7.37,91.0,South,96.4,R,R
1,OF,74.0,185.0,7.07,83.0,Midwest,81.0,R,L
0,OF,73.0,185.0,7.07,89.0,South,93.9,R,R
0,OF,74.0,185.0,6.52,87.0,Midwest,96.6,R,R
1,OF,75.0,189.2,6.74,94.0,West,102.0,R,L
0,OF,70.0,170.0,6.993668079376221,79.0,Midwest,94.4,R,L
0,OF,70.0,160.0,6.61,85.0,Northeast,87.0,R,R
0,OF,73.0,197.0,6.46,87.0,West,95.3,R,R
0,OF,76.0,215.0,7.205027103424072,,South,85.78244018554688,R,R
1,OF,75.0,190.9,6.81,94.0,Midwest,99.6,R,R
0,OF,71.0,165.0,7.632577419281006,,South,84.73999786376953,R,R
1,OF,71.0,165.0,7.165599346160889,,South,95.76070404052734,R,R
0,OF,70.0,175.0,7.04,78.0,Northeast,89.1,R,R
0,OF,73.0,190.0,6.91,82.0,Northeast,93.4,R,R
1,OF,72.0,180.0,6.37,89.0,Midwest,102.7,R,R
1,OF,71.0,170.0,6.59,84.0,South,95.0,R,S
0,OF,70.0,185.0,6.58,89.0,South,95.3,R,R
1,OF,74.0,200.0,6.8832011222839355,,Northeast,99.35543060302734,R,R
1,OF,75.0,196.0,7.047016143798828,,South,89.87705993652344,L,L
